x,y,avg_time_nearest
7,108,13
7,109,15
7,118,22
7,121,23
7,122,24
7,123,27
7,124,27
7,126,30
7,127,28
8,49,29
8,50,30
8,51,30
8,58,25
8,59,25
8,61,23
8,64,24
8,65,21
8,66,23
8,67,23
8,70,21
8,71,21
8,72,23
8,76,23
8,80,25
8,83,22
8,84,21
8,85,20
8,86,20
8,94,18
8,98,11
8,99,7
8,100,6
8,101,3
8,102,6
8,103,5
8,108,13
8,109,14
8,116,22
8,117,20
8,120,24
8,123,27
8,124,28
9,49,29
9,50,27
9,51,31
9,59,23
9,61,22
9,67,26
9,69,24
9,70,22
9,71,20
9,72,21
9,75,23
9,76,23
9,77,24
9,80,26
9,81,23
9,82,23
9,83,25
9,85,22
9,86,22
9,97,11
9,99,10
9,100,6
9,101,3
9,102,8
9,106,11
9,107,11
9,108,11
9,116,19
9,117,35
9,120,24
9,125,27
9,126,30
9,127,34
10,46,42
10,50,27
10,59,23
10,60,22
10,61,22
10,70,21
10,71,19
10,72,17
10,80,21
10,81,22
10,85,22
10,86,23
10,94,15
10,95,15
10,96,12
10,97,10
10,99,7
10,101,6
10,102,11
10,105,9
10,106,8
10,107,11
10,108,13
10,114,18
10,117,31
10,126,30
10,127,31
11,46,31
11,50,27
11,51,27
11,52,28
11,59,24
11,60,22
11,61,22
11,62,21
11,72,16
11,73,19
11,75,18
11,79,20
11,80,22
11,85,23
11,86,27
11,90,26
11,94,15
11,95,13
11,96,12
11,100,6
11,101,9
11,106,13
11,107,11
11,108,11
11,109,14
11,113,17
11,114,18
11,127,31
12,46,31
12,47,29
12,48,30
12,49,28
12,50,25
12,51,25
12,52,24
12,53,26
12,54,29
12,55,26
12,56,24
12,57,24
12,58,23
12,60,25
12,61,25
12,62,18
12,73,18
12,75,19
12,76,18
12,78,20
12,79,34
12,82,23
12,84,26
12,85,25
12,86,25
12,94,13
12,95,13
12,96,14
12,100,8
12,106,15
12,109,13
12,110,14
12,112,17
12,113,15
12,114,17
12,118,24
12,121,26
12,122,29
13,44,31
13,45,31
13,46,31
13,47,28
13,48,27
13,49,25
13,50,23
13,54,23
13,55,23
13,56,21
13,57,24
13,61,25
13,62,21
13,63,17
13,64,17
13,65,17
13,66,20
13,73,14
13,74,17
13,75,17
13,79,18
13,81,25
13,82,23
13,83,28
13,84,25
13,85,22
13,95,13
13,100,8
13,106,14
13,107,13
13,118,22
13,121,28
13,122,29
14,44,41
14,45,28
14,47,26
14,48,25
14,50,25
14,51,24
14,55,19
14,56,19
14,57,21
14,64,18
14,65,16
14,66,17
14,79,17
14,82,21
14,87,19
14,100,10
14,107,16
14,115,21
14,118,21
15,47,27
15,51,32
15,57,18
15,61,32
15,62,27
15,63,21
15,64,18
15,65,16
15,66,14
15,68,17
15,71,14
15,72,12
15,73,18
15,74,15
15,82,20
15,87,21
15,100,11
15,110,19
16,45,33
16,46,30
16,47,29
16,62,27
16,63,24
16,65,17
16,66,16
16,67,17
16,69,15
16,71,13
16,72,11
16,73,14
16,74,13
16,77,16
16,78,15
16,81,20
16,82,21
16,89,20
17,41,37
17,42,36
17,44,32
17,45,33
17,46,29
17,55,26
17,69,11
17,71,11
17,72,10
17,73,10
17,77,16
17,78,15
17,81,17
17,82,20
17,89,20
17,98,17
17,99,11
17,100,14
17,115,27
17,121,31
18,40,39
18,45,31
18,46,30
18,47,33
18,69,11
18,71,8
18,72,9
18,73,8
18,74,9
18,75,10
18,81,20
18,85,23
18,93,15
18,94,14
18,98,15
18,99,12
18,100,21
18,111,29
18,121,30
19,41,35
19,44,37
19,45,33
19,46,33
19,47,32
19,68,16
19,70,9
19,71,8
19,72,6
19,73,6
19,74,8
19,75,8
19,81,18
19,84,24
19,85,20
19,93,16
19,97,21
19,98,15
19,99,15
19,119,34
20,30,53
20,32,49
20,33,51
20,40,39
20,41,37
20,67,16
20,68,10
20,70,10
20,71,8
20,72,6
20,73,5
20,74,8
20,77,10
20,78,12
20,82,18
20,84,22
20,87,18
20,88,19
20,89,19
20,90,24
20,91,17
20,97,18
20,98,16
20,99,16
21,31,48
21,32,46
21,33,50
21,37,57
21,40,36
21,41,39
21,46,37
21,49,35
21,61,19
21,62,17
21,63,19
21,64,22
21,67,16
21,68,14
21,69,13
21,70,11
21,71,9
21,72,8
21,73,10
21,74,7
21,75,10
21,77,11
21,78,12
21,81,14
21,82,15
21,83,15
21,86,17
21,87,19
21,88,15
21,90,18
21,91,15
21,98,16
21,99,18
21,121,39
22,31,48
22,32,48
22,33,47
22,47,29
22,49,38
22,61,19
22,62,18
22,63,19
22,69,12
22,70,11
22,71,9
22,72,10
22,75,9
22,76,10
22,77,13
22,78,12
22,90,13
22,92,17
22,98,17
22,120,66
23,29,54
23,30,53
23,31,49
23,35,46
23,50,38
23,60,24
23,61,20
23,62,19
23,63,17
23,64,16
23,65,17
23,70,11
23,71,11
23,72,13
23,75,12
23,76,12
23,91,16
23,92,16
23,98,19
23,99,18
24,28,51
24,29,50
24,30,51
24,31,46
24,33,43
24,35,45
24,36,42
24,37,39
24,61,19
24,64,15
24,77,18
24,78,14
24,79,10
24,87,13
24,88,11
24,99,19
24,102,33
25,28,49
25,29,47
25,30,46
25,31,46
25,33,43
25,34,42
25,35,42
25,36,41
25,37,42
25,56,31
25,57,29
25,58,27
25,60,23
25,78,14
25,79,13
25,81,9
25,82,11
25,84,10
25,86,11
25,87,11
25,88,14
25,117,58
25,119,73
25,121,67
25,122,65
26,26,57
26,27,52
26,28,51
26,29,50
26,55,27
26,56,31
26,57,25
26,58,28
26,59,22
26,60,22
26,67,17
26,68,17
26,69,16
26,79,11
26,81,9
26,82,10
26,84,8
26,85,10
26,86,11
26,99,23
26,100,26
26,119,72
26,121,68
27,28,52
27,32,44
27,56,26
27,57,26
27,58,25
27,59,23
27,68,17
27,69,13
27,70,15
27,71,17
27,79,10
27,80,15
27,82,7
27,83,14
27,84,7
27,85,8
27,99,22
27,100,23
28,25,60
28,27,54
28,28,51
28,38,46
28,39,44
28,55,27
28,56,27
28,57,28
28,58,27
28,66,18
28,67,19
28,68,15
28,70,18
28,73,18
28,78,16
28,79,9
28,80,11
28,83,6
28,84,7
28,85,10
28,97,21
28,100,23
28,101,26
29,25,61
29,26,58
29,27,56
29,29,49
29,38,46
29,39,43
29,40,43
29,41,43
29,46,35
29,58,26
29,66,20
29,67,16
29,68,17
29,73,13
29,74,14
29,75,15
29,79,9
29,80,9
29,82,6
29,83,4
29,84,6
29,85,8
29,86,10
29,95,19
29,96,19
29,97,21
29,100,25
29,101,31
30,25,62
30,29,49
30,39,41
30,47,33
30,58,27
30,61,27
30,65,19
30,66,19
30,67,19
30,73,16
30,74,13
30,75,11
30,81,5
30,82,6
30,83,6
30,84,7
30,85,8
30,86,10
30,87,11
30,88,13
30,89,14
30,90,14
30,95,18
30,96,18
30,97,21
30,100,26
30,101,29
31,28,53
31,31,48
31,32,46
31,33,44
31,34,44
31,35,43
31,36,42
31,38,41
31,39,41
31,40,42
31,58,29
31,59,30
31,65,21
31,66,18
31,67,18
31,68,21
31,69,17
31,70,18
31,81,4
31,82,5
31,83,5
31,87,12
31,88,12
31,89,14
31,90,15
31,97,21
31,98,21
31,100,28
31,101,29
32,28,50
32,29,50
32,32,47
32,33,47
32,34,48
32,38,42
32,39,40
32,40,38
32,41,37
32,57,34
32,58,31
32,59,31
32,66,17
32,69,17
32,70,15
32,76,12
32,77,8
32,78,10
32,79,10
32,80,7
32,81,7
32,82,1
32,88,14
32,90,17
32,98,22
32,100,28
32,101,30
33,28,52
33,33,50
33,34,50
33,41,41
33,61,37
33,66,17
33,67,18
33,71,12
33,73,12
33,78,8
33,79,8
33,80,5
33,81,3
33,101,29
34,65,19
34,66,17
34,67,16
34,68,16
34,72,12
34,73,11
34,74,10
34,75,9
34,79,8
34,80,5
34,81,5
34,89,75
34,101,28
35,27,55
35,28,57
35,36,46
35,37,42
35,39,46
35,56,32
35,57,31
35,61,40
35,63,25
35,67,19
35,68,16
35,73,14
35,79,9
35,80,6
35,99,24
35,100,27
35,101,27
36,26,56
36,27,54
36,36,45
36,37,45
36,57,29
36,58,28
36,62,22
36,63,21
36,79,8
36,80,8
36,99,25
36,100,26
36,101,29
37,27,57
37,36,45
37,37,46
37,38,48
37,58,27
37,64,21
37,76,13
37,80,11
37,81,88
37,100,26
37,101,29
38,54,30
38,57,28
38,58,26
38,59,24
38,63,24
38,78,10
39,54,29
39,55,29
39,57,27
39,58,26
39,59,27
39,62,25
39,63,23
39,64,21
39,68,22
39,69,20
39,70,21
39,78,10
40,63,23
40,64,24
40,66,25
40,67,22
40,71,20
40,76,14
40,77,11
41,49,37
41,63,24
41,66,26
41,67,26
41,69,23
41,70,23
41,71,18
41,72,19
41,75,15
41,76,12
41,77,12
42,47,41
42,49,36
42,50,36
42,51,32
42,52,37
42,62,26
42,63,24
42,64,25
42,69,22
42,70,22
42,72,16
42,75,14
42,76,14
43,33,54
43,34,50
43,48,38
43,49,36
43,50,37
43,62,28
43,63,25
43,64,26
43,75,14
44,33,54
44,34,53
45,33,63
45,49,40
46,62,27
47,36,59
47,61,26
47,62,24
47,63,25
47,64,26
47,68,21
47,69,24
47,72,21
47,73,18
48,62,26
48,63,28
48,68,24
48,69,22
48,70,23
48,73,21
49,62,29
51,71,25
51,72,23
55,64,39
55,66,33
55,67,31
56,66,34
56,67,33
56,70,28
56,71,27
57,64,41
57,70,31
57,71,28
58,68,37
58,71,31
59,71,30
62,65,40
62,70,33
62,71,35
63,66,37
63,69,35
63,70,35
63,71,37
64,68,37
64,69,35
64,70,37
64,71,36
65,65,45
65,70,37
65,71,38
66,68,42
66,70,38
66,71,39
67,65,52
67,66,50
67,67,47
67,68,44
68,66,48
68,67,47
68,68,44
68,70,43
69,69,49
