,IDENTIFIER,TOTAL,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
,1kmN2234E4938,7,1,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0
,1kmN2235E4817,13,0,0,0,0,1,1,1,1,4,0,0,0,1,2,0,0,0,1,1,0
,1kmN2235E4818,30,3,0,2,0,0,1,5,1,3,1,0,0,1,2,1,2,1,2,5,0
,1kmN2235E4829,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
,1kmN2235E4899,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4900,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,1kmN2235E4901,6,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2235E4902,6,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2235E4903,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4906,7,0,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0
,1kmN2235E4907,39,0,0,2,0,1,1,9,1,4,0,0,2,4,3,1,1,1,3,6,0
,1kmN2235E4908,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
,1kmN2235E4911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4917,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1kmN2235E4921,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2235E4925,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4936,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4937,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4938,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2235E4939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2236E4826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2236E4830,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2236E4899,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2236E4900,12,0,0,1,0,0,0,3,0,6,0,0,1,0,0,0,0,0,1,0,0
,1kmN2236E4906,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2236E4907,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2236E4908,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2236E4920,6,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
,1kmN2237E4825,58,2,0,5,0,1,4,6,3,10,5,0,1,3,6,2,1,1,0,8,0
,1kmN2237E4826,34,4,0,2,0,0,1,2,3,7,0,0,4,3,2,0,2,1,2,1,0
,1kmN2237E4827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2237E4899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2237E4933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2237E4942,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2238E4825,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
,1kmN2238E4914,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2238E4933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2239E4831,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2239E4894,6,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2239E4910,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2239E4913,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2239E4914,14,3,0,2,0,0,0,2,0,1,0,0,0,3,0,1,1,0,0,1,0
,1kmN2239E4915,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2240E4914,6,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2240E4931,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2240E4932,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2241E4931,7,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0
,1kmN2241E4943,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
,1kmN2242E4936,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,1kmN2242E4937,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2242E4938,10,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,2,2,0
,1kmN2243E4936,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2243E4937,21,1,2,1,0,0,0,5,0,0,0,0,0,2,1,0,2,1,2,4,0
,1kmN2243E4938,59,6,0,4,0,3,2,15,1,3,1,0,0,2,0,1,2,0,5,14,0
,1kmN2243E4939,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2243E4945,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2244E4867,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
,1kmN2244E4940,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2244E4941,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2244E4942,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2244E4945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2245E4927,88,1,0,8,1,2,10,17,19,2,2,0,2,8,2,2,0,3,3,6,0
,1kmN2245E4930,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
,1kmN2245E4935,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2245E4936,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
,1kmN2245E4941,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
,1kmN2246E4926,12,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2,0,5,1,0
,1kmN2246E4927,47,0,0,2,0,0,5,7,3,1,1,1,0,4,0,1,3,3,2,14,0
,1kmN2246E4928,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2246E4929,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2246E4930,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2246E4931,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2246E4933,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2246E4934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,1kmN2246E4940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2246E4942,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2246E4943,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2246E4944,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2247E4925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2247E4926,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2247E4927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,1kmN2247E4942,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2247E4943,16,0,0,2,0,0,2,8,0,1,0,0,0,0,1,0,0,0,0,2,0
,1kmN2247E4944,143,3,0,16,1,2,15,33,4,5,2,0,3,14,4,0,10,7,14,10,0
,1kmN2247E4945,14,0,0,1,0,0,3,2,0,1,0,0,0,4,0,0,0,0,2,1,0
,1kmN2248E4857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2248E4859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2248E4866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2248E4926,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2248E4927,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2248E4943,5,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2248E4944,88,1,0,10,1,0,8,26,7,4,1,0,1,10,1,3,1,4,3,7,0
,1kmN2248E4945,68,2,0,5,0,3,14,21,2,2,1,0,1,3,0,1,0,1,3,9,0
,1kmN2249E4853,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2249E4857,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
,1kmN2249E4944,7,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2250E4841,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
,1kmN2250E4864,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2250E4885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2250E4919,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2250E4942,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2251E4844,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2251E4845,124,3,0,1,0,0,6,24,3,28,1,0,10,4,7,2,3,1,10,21,0
,1kmN2251E4846,16,0,0,0,1,0,0,3,0,6,0,0,0,1,1,0,0,0,1,3,0
,1kmN2251E4849,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2251E4861,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2251E4862,9,3,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2251E4863,5,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2251E4874,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
,1kmN2251E4878,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2251E4905,11,1,0,0,0,0,0,1,0,4,0,0,0,0,2,1,1,0,0,1,0
,1kmN2251E4918,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2251E4919,29,0,0,0,0,0,5,3,0,5,0,0,1,2,3,1,2,0,3,4,0
,1kmN2252E4844,6,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0
,1kmN2252E4845,11,0,0,0,1,2,0,1,0,3,1,0,1,0,0,0,0,0,1,1,0
,1kmN2252E4852,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2252E4860,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2252E4861,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2252E4862,13,0,0,2,0,0,0,2,0,5,0,0,0,1,1,0,0,0,0,2,0
,1kmN2252E4865,7,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0
,1kmN2252E4866,72,2,0,4,0,1,5,12,2,7,1,1,5,8,4,1,1,0,7,11,0
,1kmN2252E4890,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2252E4906,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2252E4915,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2252E4916,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2252E4917,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2252E4937,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2252E4941,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2252E4942,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
,1kmN2253E4844,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2253E4846,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2253E4856,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2253E4857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2253E4915,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2253E4916,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,1kmN2253E4930,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2254E4849,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2254E4857,24,0,0,3,0,0,0,2,0,5,1,0,2,1,1,2,1,2,4,0,0
,1kmN2254E4858,58,1,0,1,0,1,5,7,1,8,0,1,5,5,8,0,3,1,3,8,0
,1kmN2254E4863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2254E4864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2254E4865,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2254E4913,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
,1kmN2255E4847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2255E4849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2255E4857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2255E4910,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2255E4911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2255E4912,11,0,0,0,0,0,2,1,0,5,0,0,1,0,0,0,0,0,0,2,0
,1kmN2255E4925,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0
,1kmN2255E4926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2255E4930,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2256E4857,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2256E4863,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2256E4865,9,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,3,0
,1kmN2256E4910,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2256E4911,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2257E4904,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2257E4905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2257E4906,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0
,1kmN2257E4924,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2257E4928,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
,1kmN2258E4903,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
,1kmN2258E4922,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2258E4923,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2258E4927,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2259E4901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2259E4902,11,0,0,1,0,0,2,3,0,1,0,0,2,0,0,0,0,0,1,1,0
,1kmN2259E4903,4,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
,1kmN2259E4906,5,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0
,1kmN2259E4923,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
,1kmN2259E4925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2260E4925,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
,1kmN2261E4899,5,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
,1kmN2261E4908,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2261E4916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2261E4919,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
,1kmN2262E4915,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2262E4917,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2262E4920,81,3,0,13,0,0,12,21,1,2,0,0,1,2,0,1,3,2,6,14,0
,1kmN2262E4921,10,0,0,3,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2263E4856,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2263E4861,58,3,0,3,0,0,4,4,2,13,0,0,11,1,5,0,2,2,4,4,0
,1kmN2263E4862,31,1,1,4,0,1,4,5,1,4,0,1,1,0,0,1,1,1,3,2,0
,1kmN2263E4896,12,0,0,0,0,0,1,1,0,4,0,0,0,1,0,0,2,0,0,3,0
,1kmN2263E4897,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2263E4912,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2264E4895,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2264E4896,25,0,0,0,0,2,1,2,0,7,0,0,0,1,4,1,0,0,3,4,0
,1kmN2264E4909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,1kmN2264E4922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2265E4894,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2265E4895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,1kmN2266E4878,4,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
,1kmN2266E4894,22,0,0,2,0,1,1,2,1,6,0,1,0,0,2,1,2,0,0,3,0
,1kmN2266E4895,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2266E4896,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2267E4867,9,1,1,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0
,1kmN2267E4878,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2267E4879,18,3,0,3,0,0,3,1,1,2,0,0,2,1,1,0,0,0,0,1,0
,1kmN2267E4893,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2267E4894,13,0,0,2,0,0,0,2,2,5,1,0,0,0,1,0,0,0,0,0,0
,1kmN2267E4917,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2268E4844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2268E4877,21,0,1,5,0,0,2,3,0,2,0,0,0,1,0,1,2,1,1,2,0
,1kmN2268E4892,7,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2269E4844,64,2,0,3,0,0,3,2,2,12,0,0,20,4,2,1,3,0,5,5,0
,1kmN2269E4876,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2269E4890,24,1,0,2,0,0,1,3,0,7,0,0,3,1,1,0,0,1,4,0,0
,1kmN2269E4891,286,1,0,20,1,2,25,44,5,61,9,0,10,26,23,4,5,4,23,23,0
,1kmN2269E4892,18,0,0,2,0,1,2,9,0,1,0,0,1,1,1,0,0,0,0,0,0
,1kmN2270E4851,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,1kmN2270E4854,19,0,1,8,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,2,0
,1kmN2270E4855,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2270E4856,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2270E4864,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2270E4889,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2270E4890,125,1,0,13,0,2,20,25,4,28,3,0,7,6,7,0,0,1,2,6,0
,1kmN2270E4891,63,0,0,6,0,0,4,8,1,9,4,1,3,7,9,0,2,1,1,7,0
,1kmN2271E4835,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2271E4846,8,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,1,0
,1kmN2271E4847,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2271E4853,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2271E4890,21,0,0,3,1,0,2,4,1,3,0,1,0,1,2,0,0,0,0,3,0
,1kmN2271E4903,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
,1kmN2272E4831,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2272E4836,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2272E4844,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
,1kmN2272E4875,12,0,0,1,0,0,2,4,0,1,0,0,3,0,1,0,0,0,0,0,0
,1kmN2272E4888,27,0,0,0,0,0,1,0,1,20,0,0,2,0,2,0,0,0,1,0,0
,1kmN2272E4890,6,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0
,1kmN2272E4891,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
,1kmN2273E4833,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,1kmN2273E4836,17,1,1,0,0,0,2,2,2,2,0,0,2,1,2,0,0,0,1,1,0
,1kmN2273E4837,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,1kmN2273E4856,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
,1kmN2273E4858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,1kmN2273E4866,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
,1kmN2273E4867,28,0,3,2,1,0,2,1,1,4,1,0,0,2,0,1,4,0,2,4,0
,1kmN2273E4886,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,1kmN2273E4887,6,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0
,1kmN2273E4888,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2274E4824,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2274E4831,5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
,1kmN2274E4833,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
,1kmN2274E4834,8,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,0,0,1,0,0
,1kmN2274E4887,17,0,0,2,0,0,0,0,0,12,0,0,1,0,1,0,0,0,1,0,0
,1kmN2275E4824,11,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,1,0,3,1,0
,1kmN2275E4828,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,1kmN2275E4830,19,0,0,3,0,1,2,1,1,0,0,0,0,1,2,1,1,0,1,5,0
,1kmN2275E4831,7,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0
,1kmN2275E4832,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
,1kmN2275E4834,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2275E4845,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
,1kmN2275E4846,72,1,0,2,0,0,14,5,0,7,1,0,24,8,3,1,1,0,2,3,0
,1kmN2275E4847,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1kmN2275E4850,6,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0
,1kmN2275E4851,10,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0
,1kmN2275E4852,33,0,0,2,0,2,4,4,2,3,0,0,6,2,3,0,1,0,2,2,0
,1kmN2275E4853,11,0,0,0,0,0,2,4,1,0,0,0,0,3,0,0,0,0,0,1,0
,1kmN2275E4857,17,0,0,1,0,0,3,3,0,1,0,0,6,2,0,0,0,0,0,1,0
,1kmN2275E4858,32,2,0,3,0,0,3,1,0,6,0,0,4,3,2,1,2,0,2,3,0
