IDENTIFIER,TOTAL,WOMEN,MEN,TOTAL_0_14,WOMEN_0_14,MEN_0_14,TOTAL_15_64,WOMEN_15_64,MEN_15_64_,TOTAL_65p,WOMEN_65p,MEN_65p,INACTIVE_POPULATION,LABOUR_FORCE,BASIC_EDUCATION_OR_LESS,UPPER_SECONDARY_EDUCATION,TERTIARY_EDUCATION
1kmN2481E5034,440,215,225,75,36,39,281,123,158,84,56,28,232,133,193,156,16
1kmN2481E5035,201,108,93,30,16,14,117,56,61,54,36,18,109,62,92,71,D
1kmN2482E4597,11,6,5,0,0,0,8,D,D,D,D,D,D,D,D,D,D
1kmN2482E4598,168,94,74,10,5,5,125,71,54,33,18,15,62,96,56,80,22
1kmN2482E4599,132,63,69,21,8,13,90,44,46,21,11,10,48,63,38,60,13
1kmN2482E4600,66,31,35,8,D,D,48,24,24,10,D,D,24,34,21,31,D
1kmN2482E4601,27,12,15,D,D,D,21,7,14,D,D,D,D,15,12,D,D
1kmN2482E4602,39,20,19,D,D,D,22,11,11,13,7,6,20,15,19,15,D
1kmN2482E4603,72,38,34,8,D,D,54,29,25,10,D,D,32,32,22,35,D
1kmN2482E4604,43,22,21,D,D,D,29,14,15,13,7,6,27,15,24,17,D
1kmN2482E4609,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,0,D
1kmN2482E4610,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4612,20,10,10,D,D,D,14,6,8,D,D,D,D,D,D,D,D
1kmN2482E4613,30,19,11,5,D,D,20,11,9,5,D,D,D,15,11,11,D
1kmN2482E4614,31,16,15,D,D,D,23,11,12,5,D,D,18,D,18,D,D
1kmN2482E4615,25,14,11,D,D,D,15,7,8,7,D,D,13,D,D,D,D
1kmN2482E4616,5,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,0
1kmN2482E4617,5,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4618,7,D,D,0,0,0,7,D,D,0,0,0,D,D,D,D,0
1kmN2482E4619,12,7,5,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2482E4620,74,33,41,15,5,10,45,21,24,14,7,7,39,20,21,20,18
1kmN2482E4622,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2482E4623,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2482E4625,18,10,8,0,0,0,18,10,8,0,0,0,D,D,D,17,0
1kmN2482E4627,81,43,38,12,6,6,54,27,27,15,10,5,31,37,31,35,D
1kmN2482E4628,19,8,11,D,D,D,15,7,8,D,D,D,D,D,11,D,D
1kmN2482E4630,45,22,23,7,D,D,31,15,16,7,D,D,15,23,18,17,D
1kmN2482E4632,9,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2482E4633,52,27,25,5,D,D,36,18,18,11,D,D,23,24,28,18,D
1kmN2482E4636,7,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,D
1kmN2482E4637,21,11,10,D,D,D,13,6,7,5,D,D,D,11,D,D,D
1kmN2482E4638,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2482E4639,D,D,D,D,D,D,D,D,D,0,0,0,0,D,0,D,0
1kmN2482E4640,71,36,35,12,5,7,43,21,22,16,10,6,26,33,24,27,D
1kmN2482E4643,13,7,6,0,0,0,13,7,6,0,0,0,D,D,D,D,D
1kmN2482E4657,422,200,222,74,28,46,303,148,155,45,24,21,150,198,58,229,61
1kmN2482E4658,830,408,422,125,56,69,597,294,303,108,58,50,281,424,111,441,152
1kmN2482E4659,812,427,385,118,60,58,540,275,265,154,92,62,317,377,122,436,136
1kmN2482E4660,1726,879,847,221,98,123,1214,607,607,291,174,117,687,818,259,891,354
1kmN2482E4661,2320,1205,1115,311,166,145,1607,828,779,402,211,191,965,1044,332,1143,533
1kmN2482E4662,3030,1534,1496,440,191,249,2209,1150,1059,381,193,188,1088,1502,443,1448,699
1kmN2482E4663,926,455,471,155,68,87,677,339,338,94,48,46,310,461,144,473,153
1kmN2482E4664,484,249,235,90,45,45,348,176,172,46,28,18,161,233,75,243,75
1kmN2482E4665,2771,1434,1337,392,201,191,1889,966,923,490,267,223,1091,1288,431,1355,543
1kmN2482E4666,1217,612,605,201,94,107,895,459,436,121,59,62,430,586,232,618,166
1kmN2482E4667,519,261,258,69,36,33,376,181,195,74,44,30,202,248,90,290,70
1kmN2482E4668,753,386,367,97,44,53,535,273,262,121,69,52,285,370,169,377,110
1kmN2482E4669,12,5,7,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2482E4670,15,7,8,D,D,D,8,D,D,D,D,D,D,D,D,D,D
1kmN2482E4672,1045,513,532,151,74,77,734,356,378,160,83,77,384,510,200,527,166
1kmN2482E4673,687,374,313,100,60,40,470,240,230,117,74,43,303,284,134,367,86
1kmN2482E4693,99,60,39,21,13,8,52,24,28,26,D,D,40,38,11,37,D
1kmN2482E4695,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4701,16,9,7,D,D,D,12,6,6,D,D,D,D,D,D,D,D
1kmN2482E4702,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2482E4720,44,24,20,9,D,D,24,12,12,11,D,D,24,11,18,17,0
1kmN2482E4721,29,12,17,D,D,D,18,7,11,9,D,D,18,D,15,12,0
1kmN2482E4722,21,11,10,D,D,D,15,5,10,D,D,D,D,11,D,D,0
1kmN2482E4723,28,11,17,D,D,D,20,7,13,6,D,D,14,12,14,12,0
1kmN2482E4724,13,8,5,0,0,0,6,D,D,7,D,D,D,D,D,D,0
1kmN2482E4725,8,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2482E4734,57,30,27,9,D,D,29,17,12,19,10,9,33,15,27,18,D
1kmN2482E4735,23,12,11,D,D,D,9,D,D,13,7,6,16,D,14,D,D
1kmN2482E4736,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4741,8,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2482E4742,20,10,10,0,0,0,13,7,6,7,D,D,13,D,D,12,0
1kmN2482E4743,22,8,14,0,0,0,15,5,10,7,D,D,16,D,15,D,0
1kmN2482E4744,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2482E4746,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2482E4747,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4749,11,5,6,0,0,0,D,D,D,8,D,D,D,D,D,D,0
1kmN2482E4752,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2482E4753,8,D,D,0,0,0,D,D,D,7,D,D,D,0,D,D,0
1kmN2482E4754,19,7,12,D,D,D,12,D,D,D,D,D,11,D,D,D,D
1kmN2482E4755,D,D,D,0,0,0,D,D,D,D,D,D,0,D,D,D,0
1kmN2482E4756,18,9,9,D,D,D,11,5,6,D,D,D,D,D,D,D,0
1kmN2482E4757,25,15,10,D,D,D,17,9,8,D,D,D,D,11,D,D,D
1kmN2482E4760,25,11,14,D,D,D,14,5,9,8,D,D,13,D,14,D,D
1kmN2482E4761,65,35,30,15,8,7,38,19,19,12,D,D,35,15,31,14,D
1kmN2482E4762,25,11,14,D,D,D,19,7,12,5,D,D,19,D,17,D,D
1kmN2482E4765,9,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2482E4766,72,35,37,16,9,7,44,20,24,12,6,6,32,24,30,26,0
1kmN2482E4767,35,20,15,D,D,D,23,11,12,9,D,D,20,12,21,D,D
1kmN2482E4779,18,8,10,0,0,0,8,D,D,10,5,5,18,0,13,D,0
1kmN2482E4780,21,11,10,D,D,D,9,D,D,11,D,D,17,D,12,D,D
1kmN2482E4781,22,10,12,D,D,D,13,6,7,7,D,D,20,0,14,D,0
1kmN2482E4788,70,39,31,13,7,6,45,24,21,12,D,D,32,25,28,27,D
1kmN2482E4789,245,135,110,36,11,25,139,81,58,70,43,27,128,81,80,108,21
1kmN2482E4790,9,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,D
1kmN2482E4791,43,22,21,6,D,D,23,11,12,14,7,7,22,15,17,18,D
1kmN2482E4794,6,D,D,0,0,0,D,D,D,5,D,D,D,0,D,D,0
1kmN2482E4795,9,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2482E4796,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2482E4797,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2482E4798,13,6,7,0,0,0,8,D,D,5,D,D,D,D,D,D,0
1kmN2482E4799,8,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2482E4800,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4802,41,19,22,0,0,0,24,8,16,17,11,6,27,14,23,13,D
1kmN2482E4803,10,D,D,0,0,0,7,D,D,D,D,D,D,D,D,D,D
1kmN2482E4804,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2482E4805,32,20,12,0,0,0,13,D,D,19,11,8,22,D,23,D,D
1kmN2482E4806,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2482E4809,18,8,10,6,D,D,6,D,D,6,D,D,D,D,D,D,D
1kmN2482E4810,27,15,12,D,D,D,10,D,D,15,10,5,21,D,17,D,0
1kmN2482E4811,6,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2482E4814,20,9,11,D,D,D,12,5,7,5,D,D,14,D,13,D,D
1kmN2482E4820,10,D,D,0,0,0,5,D,D,5,D,D,D,D,D,0,0
1kmN2482E4826,26,12,14,7,D,D,17,7,10,D,D,D,14,D,15,D,D
1kmN2482E4827,57,31,26,D,D,D,33,17,16,21,11,10,34,20,37,15,D
1kmN2482E4828,12,D,D,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2482E4830,49,24,25,17,9,8,24,10,14,8,D,D,23,D,13,16,D
1kmN2482E4831,65,32,33,9,D,D,43,18,25,13,D,D,31,25,28,23,D
1kmN2482E4832,43,21,22,8,D,D,29,12,17,6,D,D,21,14,15,19,D
1kmN2482E4833,207,111,96,31,19,12,124,61,63,52,31,21,98,78,70,97,D
1kmN2482E4836,25,12,13,D,D,D,19,8,11,D,D,D,11,12,D,D,D
1kmN2482E4837,50,24,26,9,D,D,30,13,17,11,D,D,22,19,20,19,D
1kmN2482E4840,12,7,5,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2482E4842,10,D,D,0,0,0,D,D,D,7,D,D,D,D,D,D,0
1kmN2482E4843,12,D,D,0,0,0,D,D,D,9,D,D,12,0,12,0,0
1kmN2482E4848,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4849,90,50,40,23,14,9,50,28,22,17,8,9,45,22,39,25,D
1kmN2482E4850,10,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2482E4884,65,37,28,D,D,D,35,17,18,26,19,7,50,11,39,22,0
1kmN2482E4885,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E4887,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,0,0
1kmN2482E4896,74,39,35,11,5,6,50,26,24,13,8,5,38,25,37,25,D
1kmN2482E4897,20,13,7,6,D,D,9,D,D,5,D,D,13,D,D,D,0
1kmN2482E4899,211,110,101,53,24,29,135,71,64,23,15,8,72,86,75,79,D
1kmN2482E4901,12,6,6,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2482E4903,119,56,63,18,6,12,59,25,34,42,25,17,70,31,69,31,D
1kmN2482E4905,214,106,108,41,18,23,132,60,72,41,28,13,107,66,98,65,D
1kmN2482E4912,30,17,13,D,D,D,14,7,7,12,D,D,19,D,20,D,0
1kmN2482E4913,370,188,182,34,17,17,206,96,110,130,75,55,256,80,230,99,D
1kmN2482E4914,109,57,52,12,D,D,61,27,34,36,26,10,69,28,69,24,D
1kmN2482E4915,251,134,117,44,22,22,150,75,75,57,37,20,141,66,113,88,D
1kmN2482E4918,177,94,83,19,9,10,114,53,61,44,32,12,102,56,100,53,D
1kmN2482E4919,38,19,19,7,D,D,26,11,15,5,D,D,17,14,28,D,0
1kmN2482E4921,144,75,69,19,10,9,87,43,44,38,22,16,73,52,60,59,D
1kmN2482E4924,31,15,16,8,D,D,23,11,12,0,0,0,13,D,12,11,0
1kmN2482E4925,95,48,47,15,5,10,67,37,30,13,6,7,57,23,34,43,D
1kmN2482E4926,247,128,119,52,28,24,156,81,75,39,19,20,104,91,72,111,12
1kmN2482E4927,267,138,129,38,18,20,170,85,85,59,35,24,146,83,94,122,13
1kmN2482E4928,303,148,155,55,24,31,202,94,108,46,30,16,137,111,91,145,12
1kmN2482E4929,328,164,164,46,24,22,227,104,123,55,36,19,165,117,124,133,25
1kmN2482E4930,508,260,248,84,41,43,339,173,166,85,46,39,240,184,145,221,58
1kmN2482E4933,375,190,185,54,26,28,264,133,131,57,31,26,192,129,113,182,26
1kmN2482E4934,491,248,243,87,46,41,339,163,176,65,39,26,234,170,145,240,19
1kmN2482E4935,203,112,91,31,21,10,132,63,69,40,28,12,110,62,60,103,D
1kmN2482E4943,369,173,196,73,34,39,238,103,135,58,36,22,172,124,132,160,D
1kmN2482E4944,157,73,84,44,21,23,100,44,56,13,8,5,53,60,47,64,D
1kmN2482E4948,1069,552,517,199,98,101,695,344,351,175,110,65,595,275,376,441,40
1kmN2482E4949,847,445,402,141,69,72,561,278,283,145,98,47,408,290,253,392,53
1kmN2482E4950,538,300,238,82,37,45,364,205,159,92,58,34,220,235,105,258,92
1kmN2482E4951,2476,1317,1159,306,143,163,1653,845,808,517,329,188,1176,994,440,1216,513
1kmN2482E4952,2928,1565,1363,396,186,210,2004,1042,962,528,337,191,1350,1182,714,1490,318
1kmN2482E4953,503,255,248,77,37,40,320,147,173,106,71,35,246,180,192,223,11
1kmN2482E4955,247,130,117,27,20,7,171,80,91,49,30,19,121,99,70,133,17
1kmN2482E4956,381,194,187,69,32,37,255,125,130,57,37,20,149,163,128,165,19
1kmN2482E4965,111,57,54,13,5,8,77,38,39,21,14,7,52,46,50,41,D
1kmN2482E4966,24,10,14,6,D,D,14,5,9,D,D,D,D,D,11,D,0
1kmN2482E4972,77,39,38,9,D,D,57,29,28,11,6,5,37,31,37,30,D
1kmN2482E4973,199,96,103,41,11,30,124,63,61,34,22,12,73,85,87,60,D
1kmN2482E4976,169,77,92,30,15,15,102,41,61,37,21,16,76,63,96,39,D
1kmN2482E4977,36,17,19,11,D,D,23,8,15,D,D,D,12,13,14,D,D
1kmN2482E4982,211,99,112,43,16,27,132,61,71,36,22,14,114,54,91,73,D
1kmN2482E4983,414,215,199,100,57,43,259,124,135,55,34,21,201,113,151,157,D
1kmN2482E4985,255,135,120,47,25,22,174,87,87,34,23,11,127,81,107,89,12
1kmN2482E4986,560,269,291,132,68,64,370,164,206,58,37,21,241,187,212,200,16
1kmN2482E4987,81,41,40,19,12,7,57,25,32,5,D,D,31,31,33,29,0
1kmN2482E4991,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2482E4992,307,149,158,56,26,30,211,97,114,40,26,14,123,128,125,117,D
1kmN2482E4993,14,6,8,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2482E4994,23,9,14,5,D,D,16,6,10,D,D,D,D,15,14,D,D
1kmN2482E4999,389,186,203,79,32,47,254,114,140,56,40,16,166,144,168,137,D
1kmN2482E5000,711,345,366,124,63,61,485,219,266,102,63,39,315,272,310,247,30
1kmN2482E5001,14,D,D,5,D,D,9,D,D,0,0,0,D,D,D,D,0
1kmN2482E5002,D,D,D,D,D,D,D,D,D,0,0,0,D,D,0,D,0
1kmN2482E5003,114,60,54,35,17,18,71,39,32,8,D,D,43,36,50,28,D
1kmN2482E5004,16,7,9,D,D,D,12,5,7,D,D,D,D,D,D,D,0
1kmN2482E5005,189,94,95,27,14,13,125,57,68,37,23,14,94,68,74,80,D
1kmN2482E5015,9,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2482E5034,76,38,38,15,8,7,43,19,24,18,11,7,40,21,35,25,D
1kmN2482E5035,44,20,24,D,D,D,31,12,19,10,D,D,30,11,28,13,0
1kmN2483E4597,61,29,32,9,D,D,46,23,23,6,D,D,22,30,D,31,12
1kmN2483E4598,90,51,39,10,D,D,76,43,33,D,D,D,28,52,13,51,16
1kmN2483E4599,9,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2483E4600,47,22,25,7,D,D,25,12,13,15,8,7,21,19,19,19,D
1kmN2483E4601,217,109,108,38,21,17,150,72,78,29,16,13,84,94,81,77,21
1kmN2483E4602,189,107,82,25,15,10,132,70,62,32,22,10,80,84,62,83,19
1kmN2483E4603,102,48,54,12,D,D,72,34,38,18,10,8,43,47,34,47,D
1kmN2483E4604,67,38,29,6,D,D,51,29,22,10,D,D,32,28,21,32,D
1kmN2483E4607,112,58,54,15,9,6,86,43,43,11,6,5,36,61,13,54,30
1kmN2483E4608,86,41,45,10,5,5,53,24,29,23,12,11,35,41,16,37,23
1kmN2483E4610,106,58,48,5,D,D,80,42,38,21,13,8,55,46,49,48,D
1kmN2483E4611,8,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,0
1kmN2483E4612,28,14,14,5,D,D,21,12,9,D,D,D,11,12,D,15,D
1kmN2483E4613,20,9,11,D,D,D,13,D,D,6,D,D,11,D,15,D,0
1kmN2483E4615,7,D,D,D,D,D,D,D,D,0,0,0,0,D,D,D,D
1kmN2483E4616,33,18,15,D,D,D,20,11,9,9,D,D,18,11,17,D,D
1kmN2483E4617,34,16,18,D,D,D,21,10,11,10,5,5,20,11,18,11,D
1kmN2483E4619,25,11,14,D,D,D,20,9,11,D,D,D,13,D,12,D,D
1kmN2483E4620,17,11,6,0,0,0,9,D,D,8,D,D,12,D,D,D,0
1kmN2483E4622,10,D,D,0,0,0,7,D,D,D,D,D,D,D,D,D,0
1kmN2483E4623,26,8,18,D,D,D,18,6,12,5,D,D,13,D,17,D,0
1kmN2483E4624,15,8,7,D,D,D,11,5,6,D,D,D,D,D,D,D,0
1kmN2483E4626,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2483E4629,14,5,9,D,D,D,12,5,7,0,0,0,D,D,D,D,D
1kmN2483E4630,24,14,10,D,D,D,18,10,8,D,D,D,D,13,D,D,D
1kmN2483E4631,14,7,7,D,D,D,12,6,6,D,D,D,D,D,D,D,D
1kmN2483E4632,64,34,30,10,D,D,42,23,19,12,D,D,22,32,25,24,D
1kmN2483E4633,22,7,15,D,D,D,17,6,11,D,D,D,D,14,D,14,0
1kmN2483E4637,18,12,6,5,D,D,11,D,D,D,D,D,D,D,D,D,D
1kmN2483E4638,18,10,8,D,D,D,16,8,8,D,D,D,D,11,D,11,D
1kmN2483E4639,11,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2483E4640,10,5,5,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2483E4641,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4645,14,8,6,D,D,D,5,D,D,7,D,D,11,D,D,D,D
1kmN2483E4657,59,28,31,10,D,D,41,21,20,8,D,D,26,23,14,32,D
1kmN2483E4658,71,41,30,9,D,D,50,27,23,12,D,D,28,34,11,44,D
1kmN2483E4659,713,357,356,93,42,51,511,251,260,109,64,45,281,339,130,383,107
1kmN2483E4660,969,487,482,139,64,75,636,322,314,194,101,93,387,443,138,517,173
1kmN2483E4661,826,423,403,123,52,71,592,311,281,111,60,51,307,396,117,418,168
1kmN2483E4662,379,196,183,46,21,25,269,133,136,64,42,22,152,181,78,197,58
1kmN2483E4663,111,58,53,27,18,9,81,40,41,D,D,D,27,57,16,57,11
1kmN2483E4664,1121,563,558,213,96,117,793,406,387,115,61,54,371,537,207,557,140
1kmN2483E4665,967,491,476,164,80,84,708,363,345,95,48,47,302,497,115,524,160
1kmN2483E4666,419,205,214,82,37,45,304,150,154,33,18,15,125,212,76,209,52
1kmN2483E4667,593,290,303,84,41,43,456,221,235,53,28,25,180,328,98,346,65
1kmN2483E4668,251,140,111,19,10,9,194,111,83,38,19,19,109,123,57,136,39
1kmN2483E4669,81,35,46,5,D,D,56,24,32,20,10,10,41,35,27,40,D
1kmN2483E4670,373,193,180,45,17,28,272,143,129,56,33,23,142,186,101,195,32
1kmN2483E4671,294,153,141,34,16,18,214,106,108,46,31,15,117,143,70,162,28
1kmN2483E4672,523,262,261,54,22,32,388,192,196,81,48,33,209,260,112,298,58
1kmN2483E4673,55,26,29,7,D,D,41,21,20,7,D,D,15,33,D,36,D
1kmN2483E4685,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2483E4690,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2483E4691,79,43,36,11,6,5,52,26,26,16,11,5,36,32,16,43,D
1kmN2483E4692,223,121,102,27,16,11,148,73,75,48,32,16,107,89,81,104,D
1kmN2483E4693,475,241,234,52,22,30,322,155,167,101,64,37,201,222,130,244,49
1kmN2483E4695,39,20,19,0,0,0,32,17,15,7,D,D,17,22,15,24,0
1kmN2483E4702,18,8,10,0,0,0,14,6,8,D,D,D,11,D,D,D,0
1kmN2483E4720,23,12,11,D,D,D,12,D,D,8,D,D,17,D,12,D,D
1kmN2483E4721,20,12,8,0,0,0,12,5,7,8,D,D,16,D,11,D,D
1kmN2483E4722,219,115,104,26,16,10,134,60,74,59,39,20,101,92,61,118,14
1kmN2483E4723,95,47,48,8,D,D,67,31,36,20,13,7,44,43,22,56,D
1kmN2483E4729,D,D,D,D,D,D,D,D,D,0,0,0,D,D,0,D,0
1kmN2483E4733,14,5,9,D,D,D,13,5,8,0,0,0,D,D,D,D,D
1kmN2483E4734,34,18,16,D,D,D,21,8,13,11,D,D,19,13,24,D,D
1kmN2483E4735,43,23,20,6,D,D,23,9,14,14,D,D,29,D,27,D,0
1kmN2483E4736,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2483E4741,69,35,34,D,D,D,45,20,25,20,13,7,48,17,32,30,D
1kmN2483E4742,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,D
1kmN2483E4743,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2483E4744,45,19,26,7,D,D,30,12,18,8,D,D,21,17,16,20,D
1kmN2483E4746,28,14,14,D,D,D,16,5,11,9,D,D,14,11,17,D,D
1kmN2483E4749,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2483E4750,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2483E4751,8,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,D
1kmN2483E4752,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2483E4753,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4755,17,9,8,D,D,D,11,5,6,D,D,D,D,D,D,D,0
1kmN2483E4756,24,14,10,D,D,D,14,8,6,9,D,D,15,D,14,D,D
1kmN2483E4758,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4759,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4760,7,D,D,0,0,0,5,D,D,D,D,D,D,D,D,0,D
1kmN2483E4761,38,19,19,D,D,D,25,13,12,9,D,D,23,11,14,16,D
1kmN2483E4762,13,7,6,0,0,0,10,D,D,D,D,D,11,D,D,D,0
1kmN2483E4763,11,6,5,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2483E4764,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,D,0
1kmN2483E4765,11,6,5,5,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2483E4766,60,28,32,5,D,D,35,14,21,20,11,9,37,18,28,21,D
1kmN2483E4767,26,13,13,D,D,D,17,9,8,6,D,D,D,14,D,11,D
1kmN2483E4768,17,5,12,D,D,D,12,D,D,D,D,D,D,D,12,D,D
1kmN2483E4769,37,16,21,D,D,D,25,9,16,10,D,D,26,D,25,D,D
1kmN2483E4779,16,8,8,0,0,0,11,6,5,5,D,D,14,D,12,D,D
1kmN2483E4780,13,8,5,D,D,D,9,D,D,0,0,0,D,D,D,D,D
1kmN2483E4781,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4782,12,7,5,0,0,0,10,D,D,D,D,D,D,D,D,D,0
1kmN2483E4783,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2483E4784,19,11,8,D,D,D,15,7,8,D,D,D,14,D,D,D,D
1kmN2483E4785,27,17,10,D,D,D,18,10,8,5,D,D,19,D,D,15,D
1kmN2483E4786,13,7,6,D,D,D,8,D,D,D,D,D,D,D,D,D,0
1kmN2483E4787,18,10,8,D,D,D,9,D,D,7,D,D,11,D,11,D,D
1kmN2483E4788,70,37,33,10,5,5,47,26,21,13,6,7,35,24,27,31,D
1kmN2483E4789,451,240,211,70,35,35,292,149,143,89,56,33,190,190,80,220,80
1kmN2483E4790,17,7,10,0,0,0,11,D,D,6,D,D,D,D,D,D,D
1kmN2483E4791,61,30,31,D,D,D,43,18,25,14,9,5,23,34,26,30,D
1kmN2483E4793,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2483E4794,12,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2483E4795,13,7,6,0,0,0,6,D,D,7,D,D,D,D,D,D,D
1kmN2483E4796,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2483E4797,13,6,7,0,0,0,7,D,D,6,D,D,D,D,D,D,D
1kmN2483E4798,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2483E4799,12,6,6,0,0,0,9,D,D,D,D,D,D,D,D,D,0
1kmN2483E4800,43,23,20,D,D,D,28,13,15,11,D,D,23,16,28,D,D
1kmN2483E4801,9,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,0
1kmN2483E4802,51,29,22,D,D,D,29,16,13,19,12,7,40,D,31,15,D
1kmN2483E4803,30,13,17,0,0,0,19,6,13,11,D,D,26,D,20,D,D
1kmN2483E4805,9,D,D,0,0,0,6,D,D,D,D,D,D,D,D,D,D
1kmN2483E4806,14,7,7,D,D,D,7,D,D,5,D,D,D,D,D,D,0
1kmN2483E4807,18,11,7,0,0,0,5,D,D,13,8,5,17,D,13,D,D
1kmN2483E4808,9,D,D,D,D,D,6,D,D,D,D,D,D,D,D,D,0
1kmN2483E4810,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2483E4811,18,9,9,0,0,0,11,D,D,7,D,D,12,D,13,D,0
1kmN2483E4812,8,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2483E4814,26,14,12,D,D,D,19,10,9,D,D,D,19,D,17,D,0
1kmN2483E4828,12,7,5,D,D,D,9,D,D,0,0,0,D,D,D,D,0
1kmN2483E4829,163,77,86,26,11,15,106,45,61,31,21,10,79,58,68,63,D
1kmN2483E4830,106,50,56,26,11,15,59,28,31,21,11,10,55,25,43,33,D
1kmN2483E4833,109,60,49,17,7,10,67,36,31,25,17,8,52,40,39,51,D
1kmN2483E4834,37,22,15,D,D,D,24,12,12,9,D,D,20,13,16,17,0
1kmN2483E4835,D,D,D,D,D,D,D,D,D,0,0,0,D,0,D,D,0
1kmN2483E4837,23,12,11,D,D,D,16,7,9,6,D,D,12,D,12,D,0
