IDENTIFIER,TOTAL,WOMEN,MEN,TOTAL_0_14,WOMEN_0_14,MEN_0_14,TOTAL_15_64,WOMEN_15_64,MEN_15_64_,TOTAL_65p,WOMEN_65p,MEN_65p,INACTIVE_POPULATION,LABOUR_FORCE,BASIC_EDUCATION_OR_LESS,UPPER_SECONDARY_EDUCATION,TERTIARY_EDUCATION
1kmN2480E4617,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2480E4618,50,31,19,9,D,D,33,23,10,8,D,D,26,15,25,16,0
1kmN2480E4619,6,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0
1kmN2480E4620,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2480E4621,7,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2480E4622,18,7,11,D,D,D,15,6,9,D,D,D,D,D,D,D,D
1kmN2480E4623,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2480E4626,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,0
1kmN2480E4627,20,9,11,D,D,D,14,6,8,5,D,D,11,D,13,D,0
1kmN2480E4629,87,41,46,8,D,D,65,28,37,14,8,6,37,42,29,36,14
1kmN2480E4630,27,13,14,6,D,D,18,8,10,D,D,D,D,15,D,D,D
1kmN2480E4631,32,16,16,5,D,D,23,12,11,D,D,D,12,15,13,D,D
1kmN2480E4632,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,0,D
1kmN2480E4633,20,9,11,D,D,D,12,5,7,5,D,D,D,D,D,D,D
1kmN2480E4634,33,17,16,5,D,D,20,11,9,8,D,D,13,15,14,13,D
1kmN2480E4635,38,18,20,D,D,D,31,15,16,D,D,D,13,22,11,19,D
1kmN2480E4637,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2480E4638,31,17,14,D,D,D,20,10,10,8,D,D,17,11,17,D,D
1kmN2480E4639,10,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2480E4642,24,14,10,D,D,D,21,12,9,D,D,D,D,13,D,D,D
1kmN2480E4643,59,29,30,D,D,D,47,23,24,8,D,D,28,27,D,39,D
1kmN2480E4656,73,37,36,10,D,D,50,24,26,13,6,7,23,40,11,37,15
1kmN2480E4657,21,13,8,D,D,D,16,9,7,D,D,D,D,D,D,D,D
1kmN2480E4658,440,228,212,58,35,23,306,155,151,76,38,38,171,211,63,250,69
1kmN2480E4659,2524,1413,1111,244,123,121,1532,827,705,748,463,285,1110,1027,260,1261,615
1kmN2480E4660,56,31,25,6,D,D,35,19,16,15,9,6,25,25,D,24,17
1kmN2480E4661,28,15,13,6,D,D,16,7,9,6,D,D,D,13,D,D,16
1kmN2480E4662,483,260,223,54,27,27,319,166,153,110,67,43,204,225,48,198,183
1kmN2480E4663,2184,1227,957,202,107,95,1155,586,569,827,534,293,1220,762,456,944,581
1kmN2480E4664,5619,2972,2647,716,356,360,3655,1874,1781,1248,742,506,2415,2487,1234,2744,924
1kmN2480E4665,8437,4439,3998,895,450,445,5883,3035,2848,1659,954,705,3572,3969,1606,4296,1637
1kmN2480E4666,5998,3112,2886,633,298,335,4212,2141,2071,1153,673,480,2649,2716,1268,3046,1049
1kmN2480E4667,7158,3740,3418,842,377,465,4896,2508,2388,1420,855,565,3056,3257,1611,3611,1090
1kmN2480E4668,3942,2035,1907,513,258,255,2930,1488,1442,499,289,210,1595,1834,803,1818,808
1kmN2480E4669,1317,679,638,195,99,96,913,465,448,209,115,94,523,599,240,616,209
1kmN2480E4670,221,104,117,34,13,21,142,70,72,45,21,24,85,102,58,106,23
1kmN2480E4671,394,201,193,46,24,22,269,133,136,79,44,35,166,182,99,199,50
1kmN2480E4672,262,138,124,37,17,20,152,75,77,73,46,27,118,107,60,136,27
1kmN2480E4673,442,218,224,60,36,24,355,168,187,27,14,13,158,224,160,200,22
1kmN2480E4674,38,19,19,D,D,D,23,12,11,11,5,6,22,12,D,21,D
1kmN2480E4677,55,25,30,D,D,D,42,15,27,9,D,D,24,27,20,31,0
1kmN2480E4689,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2480E4692,25,15,10,D,D,D,13,8,5,10,D,D,14,D,D,D,D
1kmN2480E4693,47,21,26,D,D,D,20,7,13,25,14,11,31,14,15,25,D
1kmN2480E4694,5,D,D,0,0,0,0,0,0,5,D,D,D,0,D,D,0
1kmN2480E4696,18,9,9,D,D,D,10,D,D,7,D,D,11,D,11,D,D
1kmN2480E4698,63,35,28,7,D,D,46,27,19,10,D,D,30,26,20,34,D
1kmN2480E4699,49,32,17,7,D,D,28,17,11,14,9,5,20,22,16,24,D
1kmN2480E4701,43,19,24,D,D,D,28,10,18,12,D,D,24,16,17,19,D
1kmN2480E4702,140,68,72,14,9,5,91,40,51,35,19,16,69,57,38,74,14
1kmN2480E4726,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2480E4727,81,41,40,15,10,5,49,23,26,17,8,9,39,27,20,38,D
1kmN2480E4728,5,D,D,D,D,D,D,D,D,0,0,0,D,D,D,0,0
1kmN2480E4733,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,0
1kmN2480E4735,D,D,D,0,0,0,D,D,D,D,D,D,D,D,0,D,0
1kmN2480E4736,8,D,D,0,0,0,D,D,D,7,D,D,D,D,D,D,0
1kmN2480E4737,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,D
1kmN2480E4742,7,D,D,0,0,0,D,D,D,5,D,D,D,0,D,0,0
1kmN2480E4745,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4746,26,8,18,5,D,D,12,D,D,9,D,D,13,D,15,D,D
1kmN2480E4747,6,D,D,0,0,0,D,D,D,5,D,D,D,0,D,D,0
1kmN2480E4749,12,6,6,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2480E4750,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2480E4754,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,D,0
1kmN2480E4755,14,6,8,0,0,0,11,D,D,D,D,D,D,D,D,D,D
1kmN2480E4756,33,13,20,D,D,D,18,8,10,14,5,9,23,D,19,11,D
1kmN2480E4757,17,9,8,0,0,0,12,6,6,5,D,D,D,D,13,D,D
1kmN2480E4758,10,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,D
1kmN2480E4759,30,16,14,0,0,0,19,9,10,11,D,D,22,D,18,D,D
1kmN2480E4760,22,13,9,0,0,0,13,6,7,9,D,D,15,D,17,D,0
1kmN2480E4761,14,9,5,0,0,0,7,D,D,7,D,D,D,D,D,D,0
1kmN2480E4762,18,8,10,D,D,D,10,D,D,7,D,D,D,D,D,11,D
1kmN2480E4763,18,11,7,0,0,0,9,D,D,9,D,D,17,D,14,D,0
1kmN2480E4764,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4765,15,8,7,0,0,0,10,D,D,5,D,D,D,D,D,D,0
1kmN2480E4766,25,11,14,6,D,D,16,6,10,D,D,D,11,D,D,D,D
1kmN2480E4780,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2480E4782,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2480E4783,33,18,15,D,D,D,17,8,9,12,7,5,28,D,23,D,0
1kmN2480E4784,6,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4785,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4786,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4787,9,D,D,0,0,0,D,D,D,5,D,D,D,0,D,D,D
1kmN2480E4788,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,D,0
1kmN2480E4789,11,6,5,0,0,0,5,D,D,6,D,D,D,D,D,D,0
1kmN2480E4792,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2480E4795,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,D
1kmN2480E4800,14,7,7,0,0,0,9,D,D,5,D,D,12,D,12,D,0
1kmN2480E4801,9,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2480E4802,25,9,16,D,D,D,12,D,D,11,6,5,16,D,18,D,D
1kmN2480E4803,23,10,13,0,0,0,16,7,9,7,D,D,17,D,14,D,0
1kmN2480E4804,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2480E4805,8,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2480E4806,16,8,8,0,0,0,8,D,D,8,D,D,15,D,11,D,D
1kmN2480E4807,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,D
1kmN2480E4808,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2480E4809,14,6,8,D,D,D,6,D,D,7,D,D,D,D,11,D,D
1kmN2480E4810,30,14,16,D,D,D,15,7,8,13,7,6,20,D,21,D,0
1kmN2480E4811,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2480E4828,70,39,31,9,D,D,50,28,22,11,6,5,47,14,37,20,D
1kmN2480E4831,23,13,10,D,D,D,15,7,8,D,D,D,12,D,13,D,0
1kmN2480E4832,6,D,D,0,0,0,6,D,D,0,0,0,D,D,D,D,0
1kmN2480E4833,208,105,103,29,15,14,150,75,75,29,15,14,86,93,76,93,D
1kmN2480E4834,425,209,216,64,26,38,283,135,148,78,48,30,196,165,109,203,49
1kmN2480E4835,50,23,27,10,D,D,31,14,17,9,D,D,28,12,18,20,D
1kmN2480E4836,72,36,36,12,D,D,45,23,22,15,9,6,33,27,31,24,D
1kmN2480E4837,46,20,26,7,D,D,32,14,18,7,D,D,19,20,17,20,D
1kmN2480E4838,15,6,9,D,D,D,11,D,D,D,D,D,D,D,D,D,0
1kmN2480E4839,28,15,13,D,D,D,18,10,8,6,D,D,14,D,14,D,D
1kmN2480E4840,27,13,14,D,D,D,20,10,10,6,D,D,17,D,14,11,D
1kmN2480E4851,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2480E4852,35,19,16,0,0,0,16,7,9,19,12,7,25,D,22,11,D
1kmN2480E4853,35,20,15,D,D,D,25,12,13,8,D,D,23,D,21,12,0
1kmN2480E4855,8,D,D,0,0,0,8,D,D,0,0,0,D,D,D,D,0
1kmN2480E4856,D,D,D,D,D,D,D,D,D,0,0,0,D,D,D,D,0
1kmN2480E4857,D,D,D,0,0,0,D,D,D,0,0,0,D,0,0,D,0
1kmN2480E4887,74,39,35,9,D,D,44,22,22,21,12,9,55,D,38,25,D
1kmN2480E4888,12,5,7,D,D,D,D,D,D,6,D,D,D,D,D,D,D
1kmN2480E4891,11,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2480E4895,15,8,7,D,D,D,8,D,D,D,D,D,12,0,D,D,D
1kmN2480E4901,29,15,14,D,D,D,19,9,10,6,D,D,17,D,18,D,0
1kmN2480E4919,247,128,119,51,24,27,137,66,71,59,38,21,120,76,139,51,D
1kmN2480E4920,10,D,D,0,0,0,7,D,D,D,D,D,D,D,D,D,0
1kmN2480E4924,69,35,34,14,5,9,50,25,25,5,D,D,24,31,19,34,D
1kmN2480E4925,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2480E4926,23,9,14,6,D,D,15,D,D,D,D,D,D,D,D,D,0
1kmN2480E4929,D,D,D,0,0,0,D,D,D,0,0,0,0,D,D,0,0
1kmN2480E4935,26,12,14,D,D,D,18,7,11,D,D,D,13,D,14,D,0
1kmN2480E4947,102,56,46,17,10,7,64,32,32,21,14,7,59,26,43,40,D
1kmN2480E4948,63,32,31,13,D,D,38,20,18,12,D,D,27,23,25,21,D
1kmN2480E4962,33,23,10,D,D,D,22,15,7,8,D,D,17,13,18,11,D
1kmN2480E4963,147,82,65,26,12,14,94,53,41,27,17,10,69,52,52,65,D
1kmN2480E4977,10,D,D,0,0,0,8,D,D,D,D,D,D,D,D,D,0
1kmN2480E4978,225,113,112,42,26,16,138,61,77,45,26,19,124,59,119,60,D
1kmN2480E4987,186,98,88,37,18,19,122,64,58,27,16,11,90,59,78,61,D
1kmN2480E4988,25,13,12,D,D,D,17,8,9,5,D,D,16,D,17,D,0
1kmN2480E4991,23,10,13,D,D,D,12,5,7,7,D,D,15,D,15,D,0
1kmN2480E4992,43,24,19,9,D,D,29,16,13,5,D,D,19,15,15,18,D
1kmN2480E5004,557,293,264,96,42,54,351,191,160,110,60,50,242,218,131,226,103
1kmN2480E5005,3979,2107,1872,629,311,318,2748,1434,1314,602,362,240,1657,1684,921,1771,619
1kmN2480E5006,267,132,135,57,25,32,175,88,87,35,19,16,107,103,89,105,16
1kmN2481E4598,118,66,52,18,9,9,72,41,31,28,16,12,52,48,21,58,21
1kmN2481E4599,23,9,14,7,D,D,12,6,6,D,D,D,D,D,D,D,D
1kmN2481E4600,68,41,27,12,D,D,47,26,21,9,D,D,20,36,14,31,11
1kmN2481E4601,71,37,34,9,D,D,50,25,25,12,6,6,30,32,28,28,D
1kmN2481E4602,27,15,12,D,D,D,17,8,9,6,D,D,D,15,12,11,0
1kmN2481E4603,32,16,16,D,D,D,27,12,15,D,D,D,D,23,11,17,D
1kmN2481E4605,228,111,117,37,17,20,153,72,81,38,22,16,94,97,76,97,18
1kmN2481E4606,26,12,14,5,D,D,19,9,10,D,D,D,D,13,D,D,D
1kmN2481E4608,42,19,23,5,D,D,26,12,14,11,6,5,18,19,16,17,D
1kmN2481E4609,16,6,10,D,D,D,12,6,6,0,0,0,D,D,D,D,D
1kmN2481E4610,130,65,65,11,6,5,94,44,50,25,15,10,69,50,57,55,D
1kmN2481E4611,10,D,D,0,0,0,7,D,D,D,D,D,D,D,D,D,0
1kmN2481E4612,96,49,47,9,D,D,78,41,37,9,D,D,39,48,21,41,25
1kmN2481E4613,25,14,11,5,D,D,16,9,7,D,D,D,12,D,11,D,D
1kmN2481E4614,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2481E4615,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2481E4616,7,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
1kmN2481E4617,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2481E4618,5,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2481E4619,10,5,5,0,0,0,7,D,D,D,D,D,D,D,D,D,D
1kmN2481E4620,19,10,9,D,D,D,9,D,D,6,D,D,D,D,D,D,D
1kmN2481E4622,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4623,84,41,43,5,D,D,68,29,39,11,D,D,33,46,32,37,D
1kmN2481E4624,14,7,7,D,D,D,10,D,D,D,D,D,D,D,D,D,0
1kmN2481E4627,19,9,10,D,D,D,13,6,7,5,D,D,12,D,D,11,D
1kmN2481E4628,19,9,10,D,D,D,14,6,8,D,D,D,D,11,D,D,D
1kmN2481E4629,16,7,9,0,0,0,9,D,D,7,D,D,D,D,D,D,D
1kmN2481E4633,20,9,11,D,D,D,12,6,6,5,D,D,11,D,D,D,0
1kmN2481E4634,D,D,D,0,0,0,0,0,0,D,D,D,D,0,0,D,0
1kmN2481E4635,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,D,0
1kmN2481E4637,14,7,7,D,D,D,10,5,5,D,D,D,D,D,D,D,0
1kmN2481E4638,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4640,77,36,41,15,5,10,52,24,28,10,D,D,28,34,26,33,D
1kmN2481E4642,40,17,23,6,D,D,24,9,15,10,5,5,22,12,19,14,D
1kmN2481E4643,54,26,28,7,D,D,32,12,20,15,D,D,25,22,30,17,0
1kmN2481E4656,10,5,5,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2481E4657,50,26,24,7,D,D,41,19,22,D,D,D,16,27,D,31,D
1kmN2481E4658,714,380,334,84,43,41,516,276,240,114,61,53,288,342,110,402,118
1kmN2481E4659,2001,1047,954,253,125,128,1407,719,688,341,203,138,813,935,281,1028,439
1kmN2481E4660,457,245,212,43,29,14,327,168,159,87,48,39,219,195,64,247,103
1kmN2481E4661,554,288,266,77,41,36,393,200,193,84,47,37,198,279,58,281,138
1kmN2481E4662,1389,703,686,208,93,115,970,510,460,211,100,111,548,633,207,633,341
1kmN2481E4663,5253,2717,2536,738,360,378,3883,2013,1870,632,344,288,1885,2630,621,2592,1302
1kmN2481E4664,3289,1665,1624,521,249,272,2357,1188,1169,411,228,183,1113,1655,793,1624,349
1kmN2481E4665,3581,1815,1766,551,267,284,2606,1322,1284,424,226,198,1266,1763,618,1829,581
1kmN2481E4666,2097,1103,994,303,157,146,1427,751,676,367,195,172,868,926,371,1056,367
1kmN2481E4667,5004,2577,2427,604,296,308,3524,1818,1706,876,463,413,2012,2386,915,2572,910
1kmN2481E4668,4126,2124,2002,594,275,319,2856,1476,1380,676,373,303,1607,1923,735,1974,821
1kmN2481E4669,136,74,62,24,14,10,92,52,40,20,8,12,42,70,30,75,D
1kmN2481E4670,489,257,232,63,25,38,338,177,161,88,55,33,201,225,113,245,68
1kmN2481E4671,817,411,406,116,58,58,573,295,278,128,58,70,337,364,150,466,85
1kmN2481E4672,1181,609,572,205,99,106,810,407,403,166,103,63,457,518,221,589,165
1kmN2481E4673,1397,709,688,194,96,98,1007,507,500,196,106,90,603,600,269,764,169
1kmN2481E4674,594,302,292,104,53,51,424,213,211,66,36,30,219,271,135,294,61
1kmN2481E4677,34,14,20,D,D,D,24,9,15,7,D,D,16,15,13,18,0
1kmN2481E4693,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4701,49,28,21,D,D,D,36,17,19,10,D,D,26,20,23,20,D
1kmN2481E4723,D,D,D,0,0,0,D,D,D,0,0,0,0,D,0,0,D
1kmN2481E4724,45,20,25,D,D,D,25,11,14,18,8,10,27,16,22,21,0
1kmN2481E4725,33,17,16,D,D,D,16,8,8,16,9,7,20,12,12,16,D
1kmN2481E4726,56,24,32,D,D,D,39,16,23,15,7,8,29,25,18,33,D
1kmN2481E4727,29,10,19,0,0,0,21,5,16,8,D,D,19,D,20,D,0
1kmN2481E4728,D,D,D,0,0,0,D,D,D,0,0,0,D,D,D,D,0
1kmN2481E4733,36,14,22,0,0,0,25,7,18,11,D,D,25,11,16,15,D
1kmN2481E4735,12,D,D,D,D,D,7,D,D,D,D,D,D,D,D,D,0
1kmN2481E4736,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4737,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,D
1kmN2481E4740,8,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,D
1kmN2481E4741,51,30,21,6,D,D,26,15,11,19,12,7,37,D,18,21,D
1kmN2481E4742,20,9,11,0,0,0,6,D,D,14,7,7,16,D,11,D,D
1kmN2481E4745,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2481E4746,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4749,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4751,D,D,D,0,0,0,D,D,D,0,0,0,D,0,D,0,0
1kmN2481E4752,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4753,7,D,D,0,0,0,D,D,D,5,D,D,D,D,D,D,0
1kmN2481E4754,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4755,15,8,7,0,0,0,8,D,D,7,D,D,D,D,D,D,D
1kmN2481E4756,25,10,15,D,D,D,14,5,9,10,5,5,15,D,11,D,D
1kmN2481E4757,53,27,26,5,D,D,36,20,16,12,5,7,28,20,20,21,D
1kmN2481E4758,38,19,19,D,D,D,26,14,12,8,D,D,19,15,16,17,D
1kmN2481E4760,20,14,6,0,0,0,10,D,D,10,D,D,18,D,16,D,0
1kmN2481E4761,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4762,14,8,6,0,0,0,9,D,D,5,D,D,11,D,11,D,0
1kmN2481E4763,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4764,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4765,21,10,11,D,D,D,11,5,6,9,D,D,15,D,13,D,D
1kmN2481E4766,20,11,9,D,D,D,13,8,5,6,D,D,11,D,13,D,D
1kmN2481E4767,7,D,D,D,D,D,D,D,D,D,D,D,D,D,D,0,0
1kmN2481E4779,7,D,D,0,0,0,5,D,D,D,D,D,D,0,D,D,0
1kmN2481E4780,8,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4781,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4782,53,27,26,D,D,D,37,18,19,14,8,6,45,D,24,21,D
1kmN2481E4783,16,9,7,D,D,D,8,D,D,7,D,D,15,0,D,D,D
1kmN2481E4786,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4787,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4788,37,23,14,5,D,D,21,12,9,11,D,D,16,16,17,13,D
1kmN2481E4789,82,45,37,8,D,D,54,23,31,20,15,5,41,33,30,37,D
1kmN2481E4790,82,45,37,6,D,D,55,28,27,21,15,6,51,25,25,49,D
1kmN2481E4791,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2481E4793,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2481E4795,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4796,18,8,10,0,0,0,12,5,7,6,D,D,D,D,14,D,0
1kmN2481E4797,6,D,D,0,0,0,6,D,D,0,0,0,D,D,D,D,0
1kmN2481E4800,22,10,12,D,D,D,12,5,7,8,D,D,12,D,14,D,D
1kmN2481E4803,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4804,22,15,7,D,D,D,10,5,5,10,D,D,18,D,13,D,D
1kmN2481E4805,33,17,16,D,D,D,20,9,11,10,D,D,19,11,16,D,D
1kmN2481E4806,57,27,30,10,D,D,32,16,16,15,9,6,34,13,27,17,D
1kmN2481E4809,63,28,35,5,D,D,26,9,17,32,16,16,46,12,36,19,D
1kmN2481E4810,21,8,13,D,D,D,13,D,D,6,D,D,11,D,12,D,0
1kmN2481E4811,D,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,D
1kmN2481E4826,20,9,11,D,D,D,15,6,9,D,D,D,11,D,14,D,0
1kmN2481E4828,D,D,D,D,D,D,D,D,D,0,0,0,D,0,D,D,0
1kmN2481E4829,28,16,12,6,D,D,15,7,8,7,D,D,18,D,14,D,D
1kmN2481E4830,131,67,64,15,9,6,84,37,47,32,21,11,73,43,72,39,D
1kmN2481E4832,30,16,14,D,D,D,17,8,9,10,D,D,16,11,13,12,D
1kmN2481E4833,86,45,41,10,D,D,55,27,28,21,14,7,53,23,43,32,D
1kmN2481E4834,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4836,13,6,7,D,D,D,9,D,D,D,D,D,D,D,D,D,0
1kmN2481E4839,8,D,D,0,0,0,5,D,D,D,D,D,D,D,D,D,0
1kmN2481E4843,5,D,D,0,0,0,D,D,D,D,D,D,D,0,D,D,0
1kmN2481E4844,13,7,6,0,0,0,7,D,D,6,D,D,D,D,11,D,0
1kmN2481E4850,21,11,10,D,D,D,11,D,D,6,D,D,11,D,13,D,0
1kmN2481E4851,58,31,27,D,D,D,40,18,22,14,D,D,42,12,30,22,D
1kmN2481E4855,D,D,D,0,0,0,D,D,D,0,0,0,D,D,0,D,0
1kmN2481E4887,116,60,56,25,12,13,54,26,28,37,22,15,68,23,55,33,D
1kmN2481E4891,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4899,40,21,19,5,D,D,30,14,16,5,D,D,23,12,25,D,0
1kmN2481E4901,246,128,118,34,16,18,145,71,74,67,41,26,143,69,123,87,D
1kmN2481E4902,115,63,52,16,8,8,64,27,37,35,28,7,72,27,55,43,D
1kmN2481E4903,177,92,85,42,21,21,98,47,51,37,24,13,84,51,86,46,D
1kmN2481E4904,148,79,69,23,10,13,89,43,46,36,26,10,81,44,79,44,D
1kmN2481E4913,6,D,D,0,0,0,D,D,D,D,D,D,D,D,D,0,0
1kmN2481E4914,71,41,30,9,D,D,45,26,19,17,12,5,44,18,45,16,D
1kmN2481E4918,183,101,82,34,17,17,101,52,49,48,32,16,93,56,97,46,D
1kmN2481E4919,7,D,D,0,0,0,D,D,D,D,D,D,D,D,D,D,0
1kmN2481E4920,42,20,22,10,5,5,24,9,15,8,D,D,15,17,17,15,0
1kmN2481E4921,118,58,60,10,D,D,82,37,45,26,17,9,60,48,48,52,D
1kmN2481E4925,278,154,124,42,21,21,171,89,82,65,44,21,139,97,106,117,13
1kmN2481E4926,486,267,219,86,53,33,311,159,152,89,55,34,204,196,167,203,30
1kmN2481E4929,44,20,24,6,D,D,34,16,18,D,D,D,20,18,20,17,D
1kmN2481E4930,868,441,427,115,57,58,606,302,304,147,82,65,414,339,276,423,54
1kmN2481E4931,373,194,179,61,28,33,256,130,126,56,36,20,169,143,124,171,17
1kmN2481E4932,158,85,73,25,14,11,109,53,56,24,18,6,83,50,60,69,D
1kmN2481E4933,51,25,26,7,D,D,40,20,20,D,D,D,20,24,14,27,D
1kmN2481E4935,141,68,73,29,15,14,96,44,52,16,9,7,77,35,48,60,D
1kmN2481E4947,809,412,397,367,199,168,426,203,223,16,10,6,314,127,404,37,0
1kmN2481E4948,459,235,224,75,39,36,296,139,157,88,57,31,230,154,207,162,15
1kmN2481E4956,182,92,90,34,18,16,131,63,68,17,11,6,72,76,66,76,D
1kmN2481E4962,165,82,83,24,11,13,118,54,64,23,17,6,67,74,54,72,15
1kmN2481E4964,6,D,D,D,D,D,D,D,D,D,D,D,D,D,0,D,D
1kmN2481E4965,126,65,61,30,14,16,81,42,39,15,9,6,46,50,54,38,D
1kmN2481E4973,9,D,D,D,D,D,5,D,D,D,D,D,D,D,D,D,0
1kmN2481E4978,67,33,34,12,6,6,44,19,25,11,D,D,37,18,28,25,D
1kmN2481E4979,D,D,D,0,0,0,0,0,0,D,D,D,D,0,D,0,0
1kmN2481E4982,25,11,14,5,D,D,19,7,12,D,D,D,11,D,D,D,D
1kmN2481E4986,306,158,148,55,28,27,185,88,97,66,42,24,158,93,131,98,22
1kmN2481E4987,368,188,180,92,50,42,210,96,114,66,42,24,163,113,167,103,D
1kmN2481E4992,109,53,56,23,10,13,76,39,37,10,D,D,47,39,48,34,D
1kmN2481E4994,D,D,D,0,0,0,D,D,D,D,D,D,D,0,D,0,0
1kmN2481E4999,12,7,5,D,D,D,8,D,D,D,D,D,D,D,D,D,D
1kmN2481E5000,739,358,381,131,55,76,452,211,241,156,92,64,348,260,326,251,31
1kmN2481E5001,19,11,8,9,D,D,10,5,5,0,0,0,D,D,D,D,0
1kmN2481E5004,509,268,241,80,46,34,357,178,179,72,44,28,246,183,140,244,43
1kmN2481E5005,1713,862,851,283,132,151,1196,595,601,234,135,99,713,715,464,783,178
1kmN2481E5013,16,6,10,0,0,0,13,6,7,D,D,D,11,D,D,D,D
1kmN2481E5014,6,D,D,D,D,D,D,D,D,0,0,0,D,D,D,0,0
1kmN2481E5033,53,23,30,17,6,11,27,12,15,9,D,D,24,12,26,D,0
