IDENTIFIER,ESTABLISHMENTS - TOTAL,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,NUMBER OF PERMANENT BEDS,TOTAL ARRIVALS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_AUSTRIAN TOURISTS,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,TOTAL NIGHTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_AUSTRIAN TOURISTS,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS
1kmN2445E4681,208,1176,3371,49967,1639,48328,4740,13828,5882,10250,290729,8970,281759,27124,97964,29890,54646
1kmN2445E4682,6,378,771,22011,803,21208,4858,7628,1464,1366,102500,2199,100301,19310,43398,4927,3846
1kmN2445E4683,1,428,1329,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4686,221,2007,5802,58899,2522,56377,7722,12990,6161,15739,345000,12319,332681,45602,90588,31613,93176
1kmN2445E4706,3,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4707,14,32,103,602,3,599,65,238,42,11,4907,5,4902,414,2461,236,69
1kmN2445E4724,3,23,28,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2445E4754,7,11,33,1313,53,1260,12,129,149,16,2273,128,2145,20,255,264,16
1kmN2445E4766,39,362,883,48188,1343,46845,1876,9534,3872,271,82656,1724,80932,3262,18409,6763,421
1kmN2445E4767,15,55,157,5854,74,5780,186,575,655,23,10384,107,10277,336,1124,1181,38
1kmN2445E4770,2,3,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4608,6,18,50,610,2,608,118,113,165,12,4167,14,4153,703,979,1149,52
1kmN2446E4609,3,9,22,145,3,142,16,87,0,0,1251,21,1230,112,824,0,0
1kmN2446E4610,5,54,155,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4611,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4612,3,9,18,216,0,216,36,127,0,0,1766,0,1766,254,1123,0,0
1kmN2446E4613,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4626,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4627,1,2,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4634,3,4,12,111,16,95,0,43,22,0,933,52,881,0,495,100,0
1kmN2446E4638,11,31,69,974,36,938,141,397,24,31,6145,86,6059,690,3574,97,61
1kmN2446E4643,4,8,17,119,0,119,8,60,4,4,1151,0,1151,48,658,32,28
1kmN2446E4645,8,12,27,224,2,222,13,113,11,7,1810,8,1802,83,1081,32,31
1kmN2446E4646,1,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4647,1,2,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4648,19,35,107,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4678,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4680,5,14,39,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4681,113,214,610,7873,399,7474,677,1457,1688,341,42500,1753,40747,3119,10455,9118,1516
1kmN2446E4682,441,1404,3755,59585,2964,56621,8043,14920,8705,2851,329306,11263,318043,40938,105911,44278,13314
1kmN2446E4686,34,118,327,5611,495,5116,1266,1613,552,350,23639,1782,21857,4623,7940,2632,1133
1kmN2446E4706,5,14,35,454,5,449,21,89,19,11,2522,5,2517,116,636,98,58
1kmN2446E4707,4,7,26,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4709,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4752,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4753,4,6,21,727,20,707,3,42,54,3,1335,34,1301,7,88,80,5
1kmN2446E4766,3,11,25,1577,52,1525,21,92,203,4,2459,101,2358,27,190,331,4
1kmN2446E4770,2,4,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2446E4776,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4607,1,120,290,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4608,2031,11798,31096,573169,43435,529734,94244,123279,70478,43478,3328922,124902,3204020,507702,1064931,338316,160618
1kmN2447E4609,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4610,3,5,16,346,21,325,19,68,49,13,1353,40,1313,71,417,187,37
1kmN2447E4625,5,13,28,253,10,243,26,136,0,0,2354,44,2310,210,1346,0,0
1kmN2447E4626,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4627,6,16,32,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4629,8,25,55,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4631,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4632,16,45,101,1395,235,1160,173,656,15,70,10835,334,10501,1089,6789,90,190
1kmN2447E4633,1,3,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4634,12,31,74,579,1,578,36,444,10,0,5909,1,5908,302,4840,70,0
1kmN2447E4635,8,13,29,259,3,256,5,180,0,0,2541,9,2532,27,1829,0,0
1kmN2447E4636,4,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4637,6,11,21,163,0,163,17,85,9,3,1548,0,1548,133,948,34,21
1kmN2447E4642,5,10,23,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4643,11,25,60,589,58,531,33,370,36,2,5260,209,5051,200,3991,230,8
1kmN2447E4648,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4674,98,224,677,7151,331,6820,399,1717,929,1414,50066,2038,48028,2585,16662,5805,7683
1kmN2447E4675,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4679,9,16,42,471,16,455,61,148,88,0,3446,92,3354,384,1362,452,0
1kmN2447E4684,5,14,42,425,4,421,80,195,14,11,3542,4,3538,647,1915,99,77
1kmN2447E4706,14,68,205,1479,8,1471,94,524,138,48,7498,33,7465,496,3227,607,176
1kmN2447E4710,5,5,18,133,4,129,3,83,7,6,1019,8,1011,21,697,32,36
1kmN2447E4736,1,3,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4750,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4765,3,3,11,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2447E4766,6,17,43,2199,52,2147,39,244,237,21,3702,88,3614,54,492,411,29
1kmN2447E4767,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4607,12,20,50,668,18,650,94,111,113,9,3254,59,3195,377,739,607,56
1kmN2448E4618,10,26,57,904,74,830,53,283,175,21,4988,153,4835,330,2372,460,31
1kmN2448E4621,3,9,23,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4622,13,33,75,581,2,579,68,439,5,2,5728,20,5708,507,4674,33,8
1kmN2448E4627,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4628,18,42,90,778,32,746,43,451,26,0,7727,120,7607,361,5087,230,0
1kmN2448E4636,12,31,66,616,1,615,42,418,23,9,5765,13,5752,311,4333,122,58
1kmN2448E4642,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4643,19,46,108,825,20,805,53,528,27,20,8322,162,8160,382,5652,232,77
1kmN2448E4644,4,12,27,323,16,307,45,115,54,9,1958,103,1855,288,763,342,23
1kmN2448E4645,8,22,50,356,4,352,31,190,26,4,3165,8,3157,165,2267,94,8
1kmN2448E4646,11,21,44,496,2,494,53,275,16,4,4535,2,4533,406,3081,113,16
1kmN2448E4647,8,14,33,238,0,238,6,158,12,2,2157,0,2157,52,1553,74,14
1kmN2448E4648,12,2535,5851,140381,6661,133720,26754,33332,11260,13014,832915,18815,814100,135676,249741,50084,47382
1kmN2448E4674,3,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4675,22,63,190,1705,63,1642,100,464,221,224,8248,248,8000,636,3387,1148,770
1kmN2448E4677,13,22,68,713,45,668,59,187,146,25,4256,112,4144,381,1738,682,67
1kmN2448E4678,43,101,287,3256,118,3138,367,719,739,140,17769,343,17426,1885,5771,3913,476
1kmN2448E4682,6,10,22,217,17,200,22,120,15,13,1840,76,1764,153,1129,93,95
1kmN2448E4683,5,9,25,344,24,320,16,105,79,19,2214,108,2106,49,920,431,69
1kmN2448E4684,129,253,702,7027,349,6678,700,2032,944,729,47666,1963,45703,4135,18375,5659,4428
1kmN2448E4685,6,18,44,340,0,340,65,204,19,13,2986,0,2986,511,1932,121,100
1kmN2448E4705,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4706,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4714,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2448E4763,4,10,22,663,65,598,29,63,56,0,1381,111,1270,73,205,93,0
1kmN2448E4766,17,54,134,4673,146,4527,136,446,358,15,8118,295,7823,272,965,656,18
1kmN2448E4767,3,5,11,772,84,688,12,59,37,6,1490,172,1318,31,162,56,7
1kmN2449E4621,2,6,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4622,4,6,16,69,1,68,3,21,19,0,439,7,432,12,195,137,0
1kmN2449E4623,4,14,28,273,2,271,33,197,0,0,2517,5,2512,222,1956,0,0
1kmN2449E4624,17,38,85,818,66,752,67,351,12,28,6579,150,6429,451,3512,63,95
1kmN2449E4625,3,11,22,151,1,150,1,119,0,0,1316,5,1311,7,1064,0,0
1kmN2449E4626,12,24,47,441,45,396,43,167,13,10,3407,139,3268,364,1687,41,24
1kmN2449E4627,6,16,38,189,2,187,0,91,0,0,1728,2,1726,0,738,0,0
1kmN2449E4633,4,7,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4634,1,6,17,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4635,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4636,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4639,10,24,54,461,8,453,21,303,5,0,4697,53,4644,253,3307,10,0
1kmN2449E4641,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4642,5,6,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4643,22,40,125,860,11,849,35,529,42,3,8613,52,8561,229,5988,357,21
1kmN2449E4644,9,17,39,627,16,611,26,169,56,32,4089,55,4034,189,1336,387,166
1kmN2449E4645,33,67,169,1716,48,1668,129,935,152,38,14796,118,14678,907,9939,673,166
1kmN2449E4646,5,10,32,370,0,370,71,225,0,0,3155,0,3155,440,2143,0,0
1kmN2449E4647,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4648,71,123,332,5077,212,4865,630,1344,773,222,31779,726,31053,3184,10996,3865,1171
1kmN2449E4649,9,24,80,797,21,776,67,146,76,110,5613,166,5447,323,1183,597,745
1kmN2449E4674,13,25,80,569,5,564,63,229,100,13,4389,21,4368,646,2165,489,86
1kmN2449E4676,5,11,28,160,2,158,31,75,6,2,1302,14,1288,256,634,60,8
1kmN2449E4678,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4682,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4683,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2449E4705,13,119,338,1815,35,1780,85,448,267,94,9998,210,9788,523,2890,1284,480
1kmN2449E4766,4,10,31,896,29,867,21,92,77,0,1546,62,1484,43,170,154,0
1kmN2449E4767,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4606,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4607,13,25,72,648,15,633,93,290,38,2,5218,56,5162,607,2862,327,56
1kmN2450E4613,10,34,112,1562,54,1508,230,305,199,26,8826,201,8625,1118,2439,984,106
1kmN2450E4614,10,15,54,555,41,514,44,166,116,10,3686,220,3466,244,1581,550,27
1kmN2450E4616,1,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4623,8,23,52,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4624,2,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4625,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4626,2,8,16,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4627,1,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4629,3,7,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4633,15,56,112,953,19,934,165,359,57,51,7453,142,7311,1040,3082,286,145
1kmN2450E4635,2,4,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4636,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4639,6,12,35,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4640,3,6,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4641,14,36,83,596,11,585,52,413,20,2,6150,65,6085,379,4560,189,10
1kmN2450E4642,6,9,22,277,26,251,19,150,18,4,2046,93,1953,89,1471,85,10
1kmN2450E4643,2,3,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4644,10,18,54,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4645,14,30,86,871,44,827,32,294,151,31,5863,108,5755,124,2829,690,128
1kmN2450E4646,5,7,21,319,8,311,25,116,30,13,1674,26,1648,106,939,119,22
1kmN2450E4647,9,22,70,762,25,737,33,264,87,13,5445,190,5255,174,2600,258,42
1kmN2450E4648,334,917,2261,40522,1065,39457,7136,12071,3267,1793,264586,3549,261037,36645,105009,17695,7947
1kmN2450E4649,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4671,3,12,27,347,12,335,21,127,79,20,2233,20,2213,119,1193,416,87
1kmN2450E4672,22,63,146,1604,38,1566,178,601,116,59,11024,255,10769,1175,5644,696,259
1kmN2450E4673,12,29,79,682,11,671,121,372,48,16,5418,59,5359,797,3516,376,92
1kmN2450E4676,2,4,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4684,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4685,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4710,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2450E4766,12,54,136,7534,312,7222,175,556,631,46,11472,589,10883,265,1020,982,71
1kmN2450E4769,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4606,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4608,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4612,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4613,86,202,493,5137,260,4877,476,1571,918,114,32294,1055,31239,3162,13607,4123,373
1kmN2451E4614,7,20,43,305,8,297,27,136,49,7,2271,26,2245,200,1223,317,26
1kmN2451E4615,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4616,19,51,123,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4617,21,57,134,1192,34,1158,91,598,108,19,9262,196,9066,528,5436,580,32
1kmN2451E4619,18,34,75,945,188,757,60,235,61,37,4873,417,4456,346,1950,237,65
1kmN2451E4620,3,3,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4623,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4625,2,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4627,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4631,4,11,22,322,26,296,32,135,20,8,2003,38,1965,259,1156,79,14
1kmN2451E4633,1,1,3,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4635,5,15,36,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4639,2,2,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4640,3,6,17,111,0,111,8,53,0,5,1156,0,1156,56,540,0,70
1kmN2451E4641,5,11,33,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4642,21,40,99,811,55,756,97,415,61,15,6637,115,6522,514,4086,320,69
1kmN2451E4643,19,42,118,975,10,965,75,622,24,7,9272,82,9190,566,6717,204,37
1kmN2451E4644,32,48,135,1039,45,994,75,450,78,31,8555,328,8227,497,4330,530,94
1kmN2451E4645,5,5,17,128,0,128,9,58,22,9,1049,0,1049,86,549,158,63
1kmN2451E4646,11,18,56,758,34,724,56,293,110,19,5016,95,4921,294,2670,469,61
1kmN2451E4647,2,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4670,2,9,18,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4671,30,47,131,1538,30,1508,62,448,176,71,10577,166,10411,425,4474,1115,569
1kmN2451E4672,19,39,102,874,16,858,25,419,149,57,7051,95,6956,169,4221,948,310
1kmN2451E4675,7,13,33,401,1,400,45,209,43,2,3272,8,3264,362,1911,350,14
1kmN2451E4676,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4688,3,9,28,308,1,307,35,207,10,6,2594,1,2593,220,1953,47,24
1kmN2451E4689,109,218,587,7354,257,7097,905,2693,642,238,47984,958,47026,4782,22781,3239,1205
1kmN2451E4765,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2451E4766,4,10,23,1284,38,1246,34,151,135,12,2407,55,2352,82,346,275,20
1kmN2451E4770,2,3,13,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4615,4,12,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4616,15,34,81,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4617,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4623,9,24,51,435,0,435,14,224,12,10,3688,0,3688,94,2256,66,29
1kmN2452E4624,4,9,19,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4625,4,13,32,310,4,306,12,182,0,3,2790,16,2774,80,1751,0,14
1kmN2452E4626,3,10,22,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4629,9,29,68,723,19,704,99,411,0,2,6766,125,6641,779,4183,11,16
1kmN2452E4631,4,9,20,205,15,190,16,73,14,2,1684,44,1640,128,823,48,4
1kmN2452E4632,3,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4633,3,9,19,104,0,104,0,75,11,0,989,0,989,0,830,54,0
1kmN2452E4638,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4639,7,14,39,314,7,307,35,193,5,0,3161,49,3112,337,2015,35,0
1kmN2452E4640,5,8,29,301,15,286,48,138,10,11,2520,67,2453,279,1456,26,51
1kmN2452E4641,6,7,23,197,0,197,4,105,29,11,1676,0,1676,20,1058,180,33
1kmN2452E4642,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4643,2,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4644,18,35,96,793,82,711,59,423,32,0,7126,587,6539,541,4296,134,0
1kmN2452E4645,57,101,243,4525,635,3890,299,1082,893,128,18883,1613,17270,901,8352,2305,263
1kmN2452E4646,3,10,28,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4647,4,4,10,140,7,133,11,22,28,6,698,19,679,52,115,142,28
1kmN2452E4648,23,67,152,1597,17,1580,228,985,77,7,13019,66,12953,1595,8890,263,33
1kmN2452E4650,18,34,85,658,4,654,98,401,8,7,5899,16,5883,751,3814,56,49
1kmN2452E4660,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4670,3,344,1031,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4674,6,15,34,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4675,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4684,12,20,62,597,10,587,93,337,19,4,4778,16,4762,615,3238,89,4
1kmN2452E4685,1,1,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4688,1,2,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4689,47,111,289,5961,438,5523,889,1403,532,971,25980,1103,24877,3748,9716,2022,2252
1kmN2452E4709,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4765,2,5,15,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2452E4766,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4618,7,19,39,261,7,254,44,156,14,0,2430,47,2383,295,1634,68,0
1kmN2453E4619,2,7,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4620,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4623,20,34,83,971,52,919,48,419,87,37,7227,179,7048,375,4387,439,286
1kmN2453E4625,6,15,38,283,0,283,10,205,6,0,3035,0,3035,91,2284,42,0
1kmN2453E4626,3,5,14,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4627,4,14,30,242,0,242,16,208,0,0,2835,0,2835,161,2454,0,0
1kmN2453E4628,5,17,37,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4629,2,8,20,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4631,1,1,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4632,5,15,35,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4633,1,2,8,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4634,2,6,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4639,5,8,24,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4640,2,3,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4641,7,13,29,237,0,237,48,140,8,4,2277,0,2277,382,1482,31,28
1kmN2453E4647,10,21,57,485,1,484,62,257,43,16,3459,1,3458,378,2294,163,29
1kmN2453E4648,1,1,5,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4676,4,10,22,209,3,206,32,124,0,2,1966,21,1945,270,1169,0,14
1kmN2453E4677,5,12,28,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4684,2,5,12,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4703,2,4,9,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4744,1,3,6,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2453E4766,1,1,2,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2454E4605,11,21,59,607,18,589,119,158,82,49,4861,124,4737,821,1747,454,437
1kmN2454E4606,1,5,10,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2454E4612,1,3,7,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
1kmN2454E4617,1,2,4,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z
