x,y,TOTAL_ESTA,ARRIVALS_T,ARRIVALS_D,ARRIVALS_F,ARRIVALS_G,ARRIVALS_S,ARRIVALS_I,ARRIVALS_A,NIGHTS_TOT,NIGHTS_DOM,NIGHTS_FOR,NIGHTS_Ger,NIGHTS_Slo,NIGHTS_Ita,NIGHTS_Aus
4856000,2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2248000,29,2058,59,1999,208,255,29,114,17046,482,16564,1832,2324,152,842
4857000,2249000,8,412,19,393,30,21,6,13,3375,171,3204,254,277,72,126
4857000,2253000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2254000,14,478,72,406,47,23,69,7,3126,456,2670,498,199,389,59
4857000,2256000,16,651,20,631,98,10,39,14,4781,109,4672,872,64,286,103
4857000,2263000,3,149,1,148,8,12,4,9,1093,16,1077,70,65,38,45
4857000,2273000,8,549,32,517,71,14,65,14,3118,130,2988,526,99,370,64
4857000,2275000,20,549,37,512,112,46,41,18,4729,226,4503,1242,381,357,137
4857000,2276000,5,160,4,156,34,0,9,24,1476,29,1447,381,0,96,203
4857000,2284000,149,7301,238,7063,752,198,135,208,52663,1600,51063,6710,1479,945,1430
4857000,2285000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2287000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2309000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2311000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2318000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4857000,2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2254000,213,33255,5567,27688,1242,2577,1313,426,196418,31423,164995,9203,17927,7591,3146
4858000,2263000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2272000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2273000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2275000,175,14473,1980,12493,1921,953,392,452,101598,12198,89400,18552,8064,2506,3589
4858000,2283000,15,824,18,806,177,7,21,29,5881,109,5772,1695,49,107,199
4858000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2286000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2301000,3,101,2,99,19,0,0,3,897,18,879,187,0,0,15
4858000,2558000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4858000,2560000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2248000,20,3343,86,3257,849,352,83,246,25608,742,24866,5966,3416,489,1839
4859000,2252000,10,377,7,370,91,12,31,12,2434,37,2397,904,88,188,78
4859000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2262000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2275000,73,3080,311,2769,334,363,150,113,28639,2595,26044,3471,3683,1338,1249
4859000,2282000,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2283000,146,6478,244,6234,669,187,114,242,48955,1685,47270,6374,1416,671,1774
4859000,2286000,3,161,1,160,68,0,2,0,1687,7,1680,803,0,14,0
4859000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2296000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2299000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2303000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4859000,2313000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2252000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2256000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2257000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2262000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2263000,11,11507,216,11291,1883,493,122,7612,87946,1099,86847,17577,2979,816,56352
4860000,2283000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2285000,3,117,0,117,39,0,0,0,1019,0,1019,422,0,0,0
4860000,2305000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4860000,2570000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2248000,10,427,18,409,13,36,8,10,4752,173,4579,124,627,77,77
4861000,2252000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2256000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2262000,17,740,96,644,42,149,8,30,6742,970,5772,362,1699,84,205
4861000,2263000,421,80105,5781,74324,8514,3112,4600,2447,473180,24183,448997,61537,22974,24964,15953
4861000,2283000,3,163,11,152,12,13,0,0,1207,69,1138,141,77,0,0
4861000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2285000,7,440,0,440,117,14,0,0,3814,0,3814,1220,98,0,0
4861000,2298000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2299000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2302000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2503000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4861000,2575000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862000,2248000,72,6084,212,5872,248,964,94,94,55172,1809,53363,2819,9769,698,913
4862000,2251000,7,157,0,157,18,12,6,19,1763,0,1763,253,72,102,169
4862000,2252000,6,275,29,246,17,41,20,13,2665,445,2220,196,543,136,92
4862000,2256000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862000,2263000,122,9287,646,8641,933,273,921,363,51565,3865,47700,6728,2435,5043,2626
4862000,2283000,491,36576,1324,35252,4673,641,331,1503,251240,6953,244287,39648,3998,1613,8908
4862000,2284000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862000,2285000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862000,2300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4862000,2304000,5,174,12,162,81,0,0,17,1520,48,1472,887,0,0,98
4862000,2521000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863000,2251000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863000,2254000,22,1178,93,1085,130,71,76,39,8921,732,8189,1239,640,490,382
4863000,2256000,46,2005,84,1921,277,299,73,92,19044,810,18234,3209,3384,641,835
4863000,2257000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863000,2283000,345,56122,3465,52657,9572,2656,1097,2499,308645,11698,296947,64750,13884,4243,13848
4863000,2284000,13,1116,60,1056,87,66,11,15,6471,320,6151,500,378,29,40
4863000,2285000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863000,2286000,7,277,7,270,71,0,12,0,2298,7,2291,735,0,54,0
4863000,2296000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4863000,2487000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2248000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2250000,10,344,3,341,55,0,8,23,2631,55,2576,549,0,70,241
4864000,2251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2254000,102,17154,1613,15541,2070,2850,721,941,133424,13018,120406,22926,22567,5225,8843
4864000,2270000,6,272,17,255,61,0,26,41,2264,77,2187,638,0,236,403
4864000,2281000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2282000,15,7349,231,7118,259,933,11,93,33554,586,32968,1785,5561,119,706
4864000,2283000,71,3831,86,3745,467,60,19,50,27162,436,26726,4005,314,105,268
4864000,2286000,18,729,3,726,265,0,1,63,7003,7,6996,2917,0,16,523
4864000,2300000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2302000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4864000,2303000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2228000,3,114,4,110,31,9,0,14,1057,36,1021,353,65,0,157
4865000,2231000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2232000,5,227,6,221,91,6,4,11,2261,42,2219,1105,98,32,140
4865000,2247000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2248000,14,903,29,874,177,227,37,101,9108,269,8839,1817,2454,377,932
4865000,2252000,37,1823,121,1702,195,72,192,47,11543,823,10720,1450,583,1222,343
4865000,2253000,9,408,21,387,46,43,14,20,3188,158,3030,489,447,100,214
4865000,2280000,16,1111,20,1091,78,42,6,37,8576,130,8446,619,330,102,301
4865000,2281000,30,5113,150,4963,422,113,70,225,30822,772,30050,3089,757,272,1245
4865000,2286000,3,81,0,81,36,0,6,0,944,0,944,463,0,60,0
4865000,2294000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2305000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2567000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4865000,2568000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2226000,7,240,23,217,18,76,12,12,2342,241,2101,219,874,112,164
4866000,2228000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2229000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2231000,246,9682,906,8776,1659,830,492,680,77475,5945,71530,17871,8558,3297,6538
4866000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2248000,75,4774,196,4578,796,980,222,332,40555,1568,38987,7395,9907,1524,2893
4866000,2252000,216,36891,3884,33007,3685,4546,1637,1292,241584,23052,218532,28942,36793,10077,9647
4866000,2253000,4,77,2,75,10,2,3,3,647,23,624,78,26,15,36
4866000,2273000,5,253,34,219,23,19,43,2,1526,224,1302,125,212,212,2
4866000,2280000,184,10076,131,9945,1046,240,67,264,76615,846,75769,9233,1912,509,1998
4866000,2285000,8,226,2,224,88,0,6,5,2290,4,2286,1070,0,42,70
4866000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2303000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2305000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2309000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4866000,2576000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2229000,10,262,9,253,62,19,0,38,2935,110,2825,867,213,0,436
4867000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2244000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2248000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2252000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2267000,3,338,12,326,56,0,22,18,1823,44,1779,483,0,119,104
4867000,2273000,87,2824,440,2384,308,258,112,69,21500,3544,17956,3374,2195,814,564
4867000,2280000,73,4195,112,4083,554,126,20,87,33043,788,32255,5669,906,119,821
4867000,2281000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2285000,4,158,0,158,70,1,0,11,1390,0,1390,744,1,0,114
4867000,2292000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2298000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2299000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2306000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2495000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4867000,2582000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868000,2231000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868000,2273000,7,262,17,245,47,22,26,10,1774,142,1632,339,164,81,42
4868000,2274000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868000,2280000,9,599,7,592,90,10,3,27,4244,29,4215,875,48,24,223
4868000,2282000,7,236,2,234,111,0,4,12,2115,6,2109,1107,0,36,95
4868000,2283000,5,319,96,223,86,7,10,7,1620,198,1422,798,11,39,27
4868000,2285000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2226000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2230000,6,17190,2528,14662,933,1392,510,272,73247,7076,66171,4185,8261,1972,1174
4869000,2231000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2233000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2249000,4,720,16,704,81,13,28,17,2457,69,2388,301,92,74,92
4869000,2272000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2280000,10,744,6,738,82,3,6,23,5282,19,5263,743,13,33,206
4869000,2281000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2285000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4869000,2550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2226000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2271000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2280000,143,18733,670,18063,2867,1379,200,464,129287,3919,125368,21906,8706,1163,3293
4870000,2281000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2282000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2298000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2304000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2547000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2557000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2558000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4870000,2586000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871000,2225000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871000,2250000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871000,2280000,3,107,0,107,30,6,0,17,879,0,879,315,36,0,104
4871000,2282000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871000,2283000,3,65,0,65,20,0,4,5,613,0,613,210,0,44,35
4871000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872000,2280000,50,3761,174,3587,350,190,31,190,29052,1185,27867,3427,1499,226,1316
4872000,2283000,6,145,0,145,30,0,12,6,1358,0,1358,333,0,104,84
4872000,2286000,3,136,5,131,38,0,0,0,1185,10,1175,422,0,0,0
4873000,2280000,105,7786,265,7521,1278,176,92,222,60543,1920,58623,12505,1323,546,1583
4873000,2283000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2231000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2272000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2279000,9,611,2,609,55,1,0,20,5385,14,5371,560,14,0,205
4874000,2280000,25,2322,43,2279,583,45,11,128,18578,296,18282,4900,354,128,921
4874000,2283000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4874000,2284000,3,75,0,75,32,0,0,2,668,0,668,388,0,0,20
4875000,2224000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2252000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2272000,3,82,2,80,15,0,9,1,814,20,794,133,0,116,9
4875000,2273000,13,943,46,897,69,97,18,20,8448,413,8035,666,947,135,178
4875000,2279000,4,185,0,185,13,17,2,0,1651,0,1651,144,156,12,0
4875000,2280000,63,3369,44,3325,431,63,23,101,26929,309,26620,3909,496,243,752
4875000,2283000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2288000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2306000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2534000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4875000,2567000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876000,2224000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876000,2225000,5,220,7,213,9,68,7,5,2532,71,2461,75,805,80,12
4876000,2231000,3,92,12,80,14,8,6,3,990,116,874,208,96,38,24
4876000,2269000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876000,2271000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4876000,2272000,68,2574,243,2331,295,202,81,63,22558,1770,20788,3003,1904,653,473
4876000,2280000,7,528,9,519,118,11,0,41,4291,63,4228,1190,88,0,355
4876000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2224000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2225000,6,375,9,366,28,82,11,5,3047,72,2975,240,914,88,16
4877000,2231000,315,16613,997,15616,2625,2154,635,1104,154515,7711,146804,29892,22609,5651,10663
4877000,2251000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2267000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2268000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2269000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2279000,26,1580,20,1560,155,49,25,88,12078,172,11906,1487,389,178,633
4877000,2280000,87,4769,82,4687,622,76,48,205,38444,514,37930,6001,632,369,1701
4877000,2282000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2288000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2289000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4877000,2290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878000,2224000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878000,2225000,3,230,31,199,3,67,3,20,2251,295,1956,31,781,6,129
4878000,2231000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878000,2266000,65,3395,75,3320,517,75,112,225,29371,716,28655,5120,639,785,2307
4878000,2267000,14,508,5,503,56,33,14,25,3981,35,3946,535,276,81,278
4878000,2279000,9,717,17,700,41,24,7,35,6006,60,5946,399,180,57,263
4878000,2282000,3,141,0,141,67,0,0,1,1013,0,1013,483,0,0,3
4878000,2283000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4878000,2288000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4879000,2267000,76,4302,210,4092,329,252,215,191,32624,1435,31189,2681,2048,1523,1666
4879000,2283000,6,268,23,245,36,0,16,20,1730,67,1663,358,0,132,140
4879000,2284000,3,70,16,54,13,0,1,2,379,56,323,42,0,5,14
4879000,2287000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4879000,2536000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4879000,2562000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2207000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2209000,16,933,173,760,83,191,63,45,7599,1163,6436,761,1960,615,425
4880000,2210000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2278000,24,2379,47,2332,119,85,40,88,17944,251,17693,945,576,252,612
4880000,2279000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2282000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2286000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4880000,2294000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881000,2210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881000,2225000,19,687,79,608,56,102,93,33,6138,662,5476,647,1182,850,284
4881000,2252000,26,1408,71,1337,127,427,68,72,12422,583,11839,1125,4194,636,704
4881000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881000,2278000,116,9944,192,9752,911,289,78,229,78977,1183,77794,8739,2143,392,1794
4881000,2281000,4,180,8,172,22,6,15,5,895,30,865,156,36,90,5
4881000,2284000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881000,2295000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881000,2504000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882000,2225000,61,7004,641,6363,1321,522,301,381,41927,3325,38602,10646,4449,1983,2907
4882000,2277000,24,1892,29,1863,127,82,24,105,16171,252,15919,1184,704,132,991
4882000,2278000,32,1977,39,1938,332,58,27,71,15730,300,15430,3082,400,196,549
4882000,2285000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882000,2286000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4882000,2290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883000,2276000,69,6542,319,6223,847,214,41,387,49008,2400,46608,7275,1763,287,2948
4883000,2277000,256,60972,3179,57793,14309,1549,672,2764,394591,15798,378793,87440,10300,3589,16576
4883000,2289000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883000,2292000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883000,2301000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4883000,2507000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2210000,24,1177,282,895,42,125,125,28,8498,1527,6971,299,1183,1148,223
4884000,2228000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2249000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2275000,8,7548,2090,5458,895,239,100,281,32252,4284,27968,5734,911,382,1334
4884000,2276000,476,90636,5127,85509,4529,4332,876,1580,607830,26921,580909,32585,32146,4066,9522
4884000,2277000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2283000,4,215,1,214,91,0,0,10,2074,7,2067,690,0,0,83
4884000,2291000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2296000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2298000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2497000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2525000,10,11361,8817,2544,241,464,126,200,46574,39253,7321,661,1633,281,396
4884000,2526000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4884000,2567000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885000,2207000,14,935,212,723,55,224,125,44,7970,1704,6266,503,2315,954,412
4885000,2250000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885000,2275000,165,27499,1330,26169,3077,868,260,765,188530,6181,182349,25677,6316,1615,4584
4885000,2276000,72,8115,380,7735,639,210,61,138,55352,2445,52907,4934,1324,332,749
4885000,2488000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4885000,2524000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886000,2210000,21,993,281,712,72,137,53,37,5774,1552,4222,423,1024,263,271
4886000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886000,2249000,3,80,1,79,6,1,0,7,684,7,677,42,14,0,106
4886000,2251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886000,2273000,43,5270,107,5163,206,192,13,109,39874,776,39098,1782,1548,145,898
4886000,2274000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886000,2290000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4886000,2525000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2226000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2229000,69,3212,159,3053,428,233,156,120,26662,1377,25285,4438,2171,1198,998
4887000,2232000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2249000,84,4376,134,4242,296,478,125,126,36323,1110,35213,2782,4704,631,1094
4887000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2272000,4,469,4,465,44,4,2,17,2722,8,2714,305,18,15,73
4887000,2273000,168,15440,955,14485,930,462,112,240,113985,7111,106874,8151,3585,699,1488
4887000,2274000,39,2599,75,2524,208,59,26,29,18958,364,18594,1943,453,161,180
4887000,2275000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2276000,19,1423,3,1420,285,6,8,28,10416,7,10409,2944,24,30,238
4887000,2284000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2517000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4887000,2554000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888000,2227000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888000,2272000,76,5465,190,5275,475,222,59,124,41673,1284,40389,4482,1988,408,948
4888000,2273000,21,1006,48,958,99,44,19,22,6418,247,6171,704,326,84,101
4888000,2276000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888000,2281000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888000,2505000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4888000,2539000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889000,2251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4889000,2555000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890000,2249000,4,104,0,104,12,5,2,7,1519,0,1519,124,46,33,70
4890000,2251000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890000,2252000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890000,2253000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890000,2269000,47,9165,741,8424,705,205,182,288,52658,2907,49751,4348,1102,1117,1275
4890000,2270000,1028,169166,9730,159436,15790,4522,3886,6338,1036165,43492,992673,107779,24944,19943,30544
4890000,2271000,133,10560,430,10130,1046,162,296,281,76549,2512,74037,9293,1142,1632,1867
4890000,2272000,83,4637,70,4567,1172,47,127,236,36884,335,36549,11508,271,750,1748
4890000,2280000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890000,2568000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891000,2249000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891000,2251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891000,2252000,10,611,14,597,15,200,12,4,6193,88,6105,201,2362,104,40
4891000,2269000,450,34655,3511,31144,2939,761,1614,1203,185157,11593,173564,18745,3928,8837,5690
4891000,2270000,200,14528,654,13874,1256,291,514,397,90912,3472,87440,10396,1766,3094,2538
4891000,2271000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4891000,2272000,13,640,0,640,162,8,1,50,5065,0,5065,1533,80,7,341
