NUTS,perc,urt,class
IE053,115.7,3,7
IE061,38.5,1,1
IE062,3.5,2,5
IE063,-35.3,3,9
EL301,-21.7,1,3
EL302,-31.3,1,3
EL303,-22.3,1,3
EL304,-28.0,1,3
EL305,-40.5,1,3
EL306,-44.4,1,3
EL307,-28.4,1,3
EL411,-41.3,3,9
EL412,-47.6,3,9
EL413,-41.9,2,6
EL421,-34.7,2,6
EL422,-31.3,3,9
EL431,-36.5,2,6
EL432,-22.0,3,9
EL433,-28.9,3,9
EL434,-31.8,2,6
EL511,-28.4,2,6
EL512,-39.7,2,6
EL513,-37.9,3,9
EL514,-29.3,2,6
EL515,-31.3,3,9
EL521,-33.3,2,6
EL522,-33.3,1,3
EL523,-32.8,3,9
EL524,-26.2,3,9
EL525,-31.3,2,6
EL526,-18.0,3,9
EL527,-28.0,3,9
EL531,-24.0,3,9
EL532,-29.3,2,6
EL533,-20.5,3,9
EL541,-20.7,3,9
EL542,-38.8,3,9
EL543,-30.3,2,6
EL611,-22.8,3,9
EL612,-28.2,2,6
EL613,-35.4,2,6
EL621,-32.7,3,9
EL622,-34.4,3,9
EL623,-40.2,3,9
EL624,-20.3,3,9
EL631,-28.1,3,9
EL632,-35.8,2,6
EL633,-27.9,3,9
EL641,-18.3,3,9
EL642,-35.4,3,9
EL643,-29.8,3,9
EL644,-32.1,3,9
EL645,-36.8,3,9
EL651,-21.7,3,9
EL652,-29.5,2,6
EL653,-25.4,3,9
ES111,-9.7,2,6
ES112,-1.2,3,8
ES113,0.0,3,8
ES114,-12.2,2,6
ES120,-14.9,2,6
ES130,-13.4,2,6
ES211,-20.3,1,3
ES212,-9.2,1,3
ES213,-8.9,1,3
ES220,-12.7,2,6
ES230,-11.8,2,6
ES241,-14.0,2,6
ES242,-18.5,3,9
ES243,-9.9,1,3
ES300,-8.8,1,3
ES411,-8.9,3,9
ES412,-8.8,2,6
ES413,-12.6,2,6
ES414,-8.6,2,6
ES415,-9.8,2,6
ES416,-17.9,3,9
ES417,-1.0,3,8
ES418,-6.9,2,6
ES419,-9.1,3,9
ES421,-5.1,2,6
ES422,-11.9,2,6
ES423,-4.8,3,8
ES424,-15.1,2,6
ES425,-20.7,2,6
ES431,-11.1,2,6
ES432,2.9,2,5
ES511,-9.2,1,3
ES512,-15.4,2,6
ES513,-15.8,2,6
ES514,-9.4,2,6
ES521,-14.8,1,3
ES522,-2.0,2,5
ES523,-14.4,1,3
ES531,2.2,2,5
ES532,-12.9,1,3
ES533,-17.8,2,6
ES611,-17.0,2,6
ES612,-15.8,1,3
ES613,-16.2,1,3
ES614,-12.2,2,6
ES615,-10.3,2,6
ES616,-11.4,2,6
ES617,-15.4,1,3
ES618,-14.3,1,3
ES620,-14.0,1,3
ES630,-17.2,1,3
ES640,-19.5,2,6
ES703,-20.3,3,9
ES704,-21.7,2,6
ES705,-16.3,1,3
ES706,-20.0,3,9
ES707,-18.5,2,6
ES708,-10.6,2,6
ES709,-19.6,1,3
FR101,15.2,1,1
FR102,-4.2,2,5
FR103,-5.3,1,3
FR104,0.0,1,2
FR105,5.8,1,1
FR106,5.3,1,1
FR107,1.7,1,2
FR108,-15.0,1,3
FRB01,-7.1,3,9
FRB02,-6.0,3,9
FRB03,-6.3,3,9
FRB04,-2.2,2,5
FRB05,-7.1,3,9
FRB06,-8.6,2,6
FRC11,-5.5,2,6
FRC12,-8.9,3,9
FRC13,-10.2,3,9
FRC14,-11.8,3,9
FRC21,-6.5,2,6
FRC22,-6.0,3,9
FRC23,-9.9,3,9
FRC24,-22.9,2,6
FRD11,-10.3,2,6
FRD12,-3.7,3,8
FRD13,-9.9,3,9
FRD21,-7.5,3,9
FRD22,-9.6,2,6
FRE11,0.0,1,2
FRE12,-1.3,2,5
FRE21,-8.0,3,9
FRE22,-9.1,2,6
FRE23,-6.8,3,9
FRF11,-4.6,2,5
FRF12,-5.4,2,6
FRF21,-10.3,3,9
FRF22,-13.0,2,6
FRF23,-8.9,2,6
FRF24,-10.6,3,9
FRF31,-12.2,2,6
FRF32,-7.1,3,9
FRF33,-11.8,2,6
FRF34,-8.6,3,9
FRG01,-0.9,1,2
FRG02,-5.6,2,6
FRG03,-7.4,3,9
FRG04,-10.2,3,9
FRG05,-3.3,3,8
FRH01,-2.5,3,8
FRH02,-2.3,3,8
FRH03,0.0,2,5
FRH04,-3.6,3,8
FRI11,-8.1,3,9
FRI12,1.9,1,2
FRI13,-4.9,3,8
FRI14,-3.8,3,8
FRI15,-6.9,2,6
FRI21,-8.2,3,9
FRI22,-4.6,3,8
FRI23,-8.0,3,9
FRI31,0.0,3,8
FRI32,-2.5,3,8
FRI33,0.0,3,8
FRI34,-3.4,3,8
FRJ11,-4.2,3,8
FRJ12,-6.4,2,6
FRJ13,-6.3,2,6
FRJ14,-7.6,3,9
FRJ15,-9.0,2,6
FRJ21,-7.1,3,9
FRJ22,-6.0,3,9
FRJ23,5.0,1,1
FRJ24,-2.9,3,8
FRJ25,1.3,3,8
FRJ26,-9.6,3,9
FRJ27,-6.7,3,9
FRJ28,-5.5,3,9
FRK11,-12.2,3,9
FRK12,-5.3,3,9
FRK13,-6.7,3,9
FRK14,4.3,2,5
FRK21,-11.4,3,9
FRK22,-6.8,3,9
FRK23,-2.0,3,8
FRK24,-3.8,2,5
FRK25,-7.6,2,6
FRK26,1.4,1,2
FRK27,-3.6,2,5
FRK28,-7.1,2,6
FRL01,-3.8,3,8
FRL02,-11.1,3,9
FRL03,0.9,1,2
FRL04,0.9,1,2
FRL05,-6.2,2,6
FRL06,2.1,2,5
FRM01,-1.1,3,8
FRM02,-5.3,3,9
FRY10,-5.5,2,6
FRY20,7.2,2,4
FRY30,-8.2,2,6
FRY40,-2.9,1,2
FRY50,16.7,2,4
HR021,-8.7,3,9
HR022,-16.7,3,9
HR023,-12.2,3,9
HR024,0.0,2,5
HR025,-11.3,2,6
HR026,-9.8,3,9
HR027,-12.0,3,9
HR028,-12.5,3,9
HR031,-6.3,2,6
HR032,-14.3,3,9
HR033,7.4,3,7
HR034,8.2,2,4
HR035,3.8,2,5
HR036,5.1,3,7
HR037,17.5,2,4
HR050,10.8,1,1
HR061,7.7,3,7
HR062,11.3,2,4
HR063,-9.4,3,9
HR064,2.4,3,8
HR065,12.5,3,7
ITC11,-10.7,1,3
ITC12,-14.2,2,6
ITC13,-17.0,2,6
ITC14,-8.0,2,6
ITC15,-9.1,2,6
ITC16,-12.3,3,9
ITC17,-8.6,3,9
ITC18,-11.3,3,9
ITC20,-15.6,2,6
ITC31,-22.3,1,3
ITC32,-21.7,2,6
ITC33,-9.2,1,3
ITC34,-5.7,1,3
ITC41,-16.9,1,3
ITC42,-15.3,1,3
ITC43,-12.7,1,3
ITC44,-7.4,2,6
ITC46,-12.6,1,3
ITC47,-12.4,2,6
ITC48,-15.5,2,6
ITC49,-11.8,2,6
ITC4A,-10.3,2,6
ITC4B,-8.0,3,9
ITC4C,-11.0,1,3
ITC4D,-12.1,1,3
ITF11,-6.7,3,9
ITF12,-12.4,2,6
ITF13,-17.3,2,6
ITF14,-8.6,2,6
ITF21,-19.5,3,9
ITF22,-17.4,3,9
ITF31,-13.8,1,3
ITF32,-15.2,3,9
ITF33,-15.6,1,3
ITF34,-15.5,2,6
ITF35,-8.8,2,6
ITF43,-13.0,1,3
ITF44,-3.2,1,2
ITF45,-6.7,1,3
ITF46,-6.3,3,9
ITF47,-7.6,1,3
ITF48,-10.2,1,3
ITF51,-1.2,3,8
ITF52,-19.2,2,6
ITF61,-20.3,2,6
ITF62,-20.8,2,6
ITF63,-9.7,2,6
ITF64,-10.2,3,9
ITF65,-17.1,2,6
ITG11,-18.5,2,6
ITG12,-17.3,1,3
ITG13,-13.0,2,6
ITG14,-12.3,2,6
ITG15,-27.1,1,3
ITG16,-14.8,2,6
ITG17,-16.2,1,3
ITG18,-18.1,2,6
ITG19,-18.1,1,3
ITG2D,-10.4,2,6
ITG2E,-10.1,3,9
ITG2F,-15.3,1,3
ITG2G,-13.0,3,9
ITG2H,-12.1,3,9
ITH10,0.6,3,8
ITH20,-9.4,2,6
ITH31,-8.3,2,6
ITH32,-4.2,2,5
ITH33,1.8,3,8
ITH34,-16.3,2,6
ITH35,-7.9,1,3
ITH36,-6.7,2,6
ITH37,-7.6,3,9
ITH41,-7.2,2,6
ITH42,-13.4,2,6
ITH43,-1.0,1,2
ITH44,-3.4,1,2
ITH51,-12.1,2,6
ITH52,-8.1,2,6
ITH53,-14.4,2,6
ITH54,-14.7,2,6
ITH55,-4.3,2,5
ITH56,-17.9,2,6
ITH57,-14.0,2,6
ITH58,-6.1,2,6
ITH59,-11.6,1,3
ITI11,-1.2,2,5
ITI12,-8.7,2,6
ITI13,-9.6,1,3
ITI14,-2.1,1,2
ITI15,-10.9,1,3
ITI16,-12.1,2,6
ITI17,-10.3,2,6
ITI18,-8.7,2,6
ITI19,-8.9,3,9
ITI1A,-15.8,3,9
ITI21,-17.9,2,6
ITI22,-18.6,2,6
ITI31,-9.0,2,6
ITI32,-15.4,2,6
ITI33,-7.4,2,6
ITI34,-12.4,2,6
ITI35,-16.5,2,6
ITI41,-16.9,3,9
ITI42,-17.7,3,9
ITI43,-18.7,1,3
ITI44,-16.7,2,6
ITI45,-9.5,2,6
CY000,-14.0,2,6
LV003,8.3,2,4
LV005,6.3,2,4
LV006,9.8,1,1
LV007,30.4,2,4
LV008,27.0,3,7
LV009,15.8,3,7
LT011,28.4,1,1
LT021,19.0,2,4
LT022,37.1,2,4
LT023,21.2,2,4
LT024,28.2,3,7
LT025,29.8,2,4
LT026,37.0,2,4
LT027,43.8,3,7
LT028,7.4,2,4
LT029,-3.9,2,5
LU000,-9.0,2,6
HU110,8.6,1,1
HU120,3.6,2,5
HU211,20.0,2,4
HU212,10.4,2,4
HU213,19.1,2,4
HU221,10.7,2,4
HU222,18.2,2,4
HU223,1.9,3,8
HU231,11.4,2,4
HU232,15.0,3,7
HU233,19.6,3,7
HU311,28.2,2,4
HU312,25.0,3,7
HU313,10.3,3,7
HU321,13.0,2,4
HU322,12.2,2,4
HU323,27.3,3,7
HU331,34.1,2,4
HU332,10.5,2,4
HU333,14.9,2,4
MT001,25.0,1,1
MT002,37.5,1,1
NL111,0.0,2,5
NL112,-8.3,2,6
NL113,-40.1,2,6
NL124,-13.6,2,6
NL125,-14.1,2,6
NL126,-4.9,2,5
NL131,-16.0,2,6
NL132,-29.3,2,6
NL133,-10.2,2,6
NL211,-9.4,2,6
NL212,-7.1,2,6
NL213,-5.5,1,3
NL221,-6.5,1,3
NL224,-11.4,2,6
NL225,-6.1,2,6
NL226,-10.7,1,3
NL230,-13.6,1,3
NL310,-8.0,1,3
NL321,-15.0,1,3
NL323,-36.9,1,3
NL324,-18.8,1,3
NL325,-12.2,1,3
NL327,-18.1,1,3
NL328,-13.5,1,3
NL329,3.3,1,2
NL332,-23.2,1,3
NL333,-12.7,1,3
NL337,-25.0,1,3
NL33A,-16.2,1,3
NL33B,-19.3,1,3
NL33C,-13.9,1,3
NL341,-16.8,3,9
NL342,-2.9,2,5
NL411,-10.6,1,3
NL412,-6.8,1,3
NL413,-7.4,2,6
NL414,2.1,1,2
NL421,-4.0,2,5
NL422,-1.0,2,5
NL423,-4.2,1,2
AT111,11.6,3,7
AT112,6.7,3,7
AT113,9.5,3,7
AT121,4.1,3,8
AT122,1.1,2,5
AT123,0.0,3,8
AT124,7.1,3,7
AT125,7.7,3,7
AT126,-7.7,1,3
AT127,0.7,2,5
AT130,-10.3,1,3
AT211,-3.1,2,5
AT212,-2.3,3,8
AT213,6.7,3,7
AT221,-2.6,2,5
AT222,6.7,3,7
AT223,0.9,2,5
AT224,10.7,3,7
AT225,2.4,3,8
AT226,2.2,3,8
AT311,14.3,3,7
AT312,-6.0,2,6
AT313,15.3,3,7
AT314,-3.1,3,8
AT315,6.3,3,7
AT321,15.2,3,7
AT322,7.4,3,7
AT323,1.3,2,5
AT331,-0.7,3,8
AT332,-3.6,1,2
AT333,13.6,3,7
AT334,13.7,3,7
AT335,7.7,3,7
AT341,2.1,3,8
AT342,2.3,1,2
PL213,39.8,1,1
PL214,40.0,2,4
PL217,24.3,3,7
PL218,24.3,3,7
PL219,23.5,3,7
PL21A,22.7,2,4
PL224,30.6,2,4
PL225,32.1,2,4
PL227,18.5,1,1
PL228,20.5,1,1
PL229,40.3,1,1
PL22A,24.1,1,1
PL22B,17.9,1,1
PL22C,4.9,1,2
PL411,23.3,3,7
PL414,35.7,3,7
PL415,32.4,1,1
PL416,42.2,3,7
PL417,35.4,3,7
PL418,29.9,2,4
PL424,21.1,2,4
PL426,20.4,2,4
PL427,20.0,3,7
PL428,19.1,2,4
PL431,18.4,2,4
PL432,20.4,2,4
PL514,51.2,1,1
PL515,22.2,2,4
PL516,4.6,2,5
PL517,20.9,2,4
PL518,46.0,2,4
PL523,16.2,3,7
PL524,20.0,2,4
PL613,15.9,1,1
PL616,32.4,3,7
PL617,14.6,3,7
PL618,43.6,3,7
PL619,14.6,3,7
PL621,20.0,2,4
PL622,21.7,2,4
PL623,14.3,2,4
PL633,43.4,1,1
PL634,29.3,2,4
PL636,20.0,2,4
PL637,21.1,3,7
PL638,22.2,2,4
PL711,39.7,1,1
PL712,22.4,1,1
PL713,34.0,3,7
PL714,22.0,3,7
PL715,23.8,3,7
PL721,12.0,2,4
PL722,12.5,3,7
PL811,22.9,3,7
PL812,11.8,3,7
PL814,32.0,2,4
PL815,22.2,3,7
PL821,16.7,3,7
PL822,11.8,3,7
PL823,41.3,3,7
PL824,25.6,3,7
PL841,25.0,2,4
PL842,37.1,3,7
PL843,25.0,3,7
PL911,35.0,1,1
PL912,30.4,2,4
PL913,42.5,2,4
PL921,28.2,2,4
PL922,25.0,3,7
PL923,59.7,3,7
PL924,35.9,3,7
PL925,31.0,3,7
PL926,35.6,3,7
PT111,10.9,3,7
PT112,9.7,2,4
PT119,12.1,2,4
PT11A,-2.6,1,2
PT11B,0.0,3,8
PT11C,4.3,2,5
PT11D,11.5,3,7
PT11E,0.0,3,8
PT150,1.1,2,5
PT16B,-3.0,3,8
PT16D,1.3,2,5
PT16E,-1.4,3,8
PT16F,-3.8,3,8
PT16G,0.0,3,8
PT16H,4.5,3,8
PT16I,-4.5,3,8
PT16J,10.2,3,7
PT170,-12.8,1,3
PT181,-11.2,3,9
PT184,7.2,3,7
PT185,-8.2,3,9
PT186,0.0,3,8
PT187,-1.4,3,8
PT200,-4.1,2,5
PT300,-7.3,1,3
RO111,21.7,3,7
RO112,28.2,3,7
RO113,55.7,2,4
RO114,56.3,3,7
RO115,47.2,3,7
RO116,48.6,3,7
RO121,36.7,3,7
RO122,52.8,2,4
RO123,31.6,3,7
RO124,30.8,3,7
RO125,35.0,3,7
